"Формула","Номер терма в формуле","Вид условий","Имя переменной","Действительно с","Действительно по","Тип фиксированного терма","Значение","Валюта","Имя котировки","Вид котировки","Правило расчета","Правило опред. периода: валютный курс","Прав. опред. периода","Вид расчета терма","Фактор 1","Фактор 2","Происхождение котировки"
"Z900021425","140","ZTRM","A","2000-01-01 00:00:00","2028-12-31 23:59:59","A","0.8906","","","","1","YC102","YQ100","2","0","0",""
"Z900021425","150","ZTRM","S","2000-01-01 00:00:00","2028-12-31 23:59:59","H","1.314","","","","1","YC102","YQ100","2","0","0",""
"Z900027965","40","ZTRM","K","2000-01-01 00:00:00","2026-12-31 23:59:59","H","168630","","","","1","YQ200","YQ200","2","0","0",""
"Z900027965","60","ZTRM","D","2000-01-01 00:00:00","2026-12-31 23:59:59","E","8760","","","","1","YQ200","YQ200","2","0","0",""
"Z900024964","10","ZTRM","SPOT_CFR_NEASIA_06","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","SPOT CFR NEASIA_06","AVR","1","YC102","YQ100","2","0","0","IA"
"Z900024964","20","ZTRM","K1","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.511","","","","1","YC102","YQ100","2","0","0",""
"Z900024964","30","ZTRM","SPOT_CFR_CHINA_03","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","SPOT CFR CHINA_03","AVR","1","YC102","YQ100","2","0","0","IA"
"Z900024964","40","ZTRM","K2","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.219","","","","1","YC102","YQ100","2","0","0",""
"Z900024964","100","ZTRM","FEE","2000-01-01 00:00:00","2026-12-31 23:59:59","H","624.15","","","","1","YC102","YQ100","2","0","0",""
"Z900024964","110","ZTRM","CUR_$","2000-01-01 00:00:00","2026-12-31 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC102","YC102","2","0","0","ZZ"
"Z900024964","120","ZTRM","VAT","2000-01-01 00:00:00","2026-12-31 23:59:59","A","0.8906","","","","1","YC102","YQ100","2","0","0",""
"Z900024964","130","ZTRM","V","2000-01-01 00:00:00","2026-12-31 23:59:59","H","","","","","1","YC102","YQ100","2","0","0",""
"Z900024964","140","ZTRM","Z","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.2555","","","","1","YC102","YQ100","2","0","0",""
"Z900024964","150","ZTRM","Z1","2000-01-01 00:00:00","2026-12-31 23:59:59","H","","","","","1","YC102","YQ100","2","0","0",""
"Z900028590","10","ZTRM","SPOT_CFR_NEASIA_06","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","SPOT CFR NEASIA_06","AVR","1","YC102","YQ100","2","0","0","IA"
"Z900028590","20","ZTRM","K1","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.511","","","","1","YC102","YQ100","2","0","0",""
"Z900028590","30","ZTRM","SPOT_CFR_CHINA_03","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","SPOT CFR CHINA_03","AVR","1","YC102","YQ100","2","0","0","IA"
"Z900028590","40","ZTRM","K2","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.219","","","","1","YC102","YQ100","2","0","0",""
"Z900028590","100","ZTRM","FEE","2000-01-01 00:00:00","2026-12-31 23:59:59","H","624.15","","","","1","YC102","YQ100","2","0","0",""
"Z900028590","110","ZTRM","CUR_$","2000-01-01 00:00:00","2026-12-31 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC102","YC102","2","0","0","ZZ"
"Z900028590","120","ZTRM","VAT","2000-01-01 00:00:00","2026-12-31 23:59:59","A","0.8906","","","","1","YC102","YQ100","2","0","0",""
"Z900028590","130","ZTRM","V","2000-01-01 00:00:00","2026-12-31 23:59:59","H","","","","","1","YC102","YQ100","2","0","0",""
"Z900028590","140","ZTRM","Z","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.2555","","","","1","YC102","YQ100","2","0","0",""
"Z900028590","150","ZTRM","Z1","2000-01-01 00:00:00","2026-12-31 23:59:59","H","","","","","1","YC102","YQ100","2","0","0",""
"Z900027868","10","ZTRM","ICIS","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","CFR CMP SPOT_03","AVR","1","YC102","YQ100","2","0","0","IA"
"Z900027868","20","ZTRM","F","2000-01-01 00:00:00","2026-12-31 23:59:59","C","124.1","","","","1","YC102","YQ100","2","0","0",""
"Z900027868","50","ZTRM","K","2000-01-01 00:00:00","2026-12-31 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC102","YC102","2","0","0","ZZ"
"Z900027868","60","ZTRM","T","2000-01-01 00:00:00","2026-12-31 23:59:59","B","1460","","","","1","YC102","YQ100","2","0","0",""
"Z900027868","80","ZTRM","AG","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.731095","","","","1","YC102","YQ100","2","0","0",""
"Z900027868","110","ZTRM","KL","2000-01-01 00:00:00","2026-12-31 23:59:59","H","10.585","","","","1","YC102","YQ100","2","0","0",""
"Z900027868","120","ZTRM","365","2000-01-01 00:00:00","2026-12-31 23:59:59","H","266.45","","","","1","YC102","YQ100","2","0","0",""
"Z900027868","130","ZTRM","A","2000-01-01 00:00:00","2026-12-31 23:59:59","H","43.8","","","","1","YC102","YQ100","2","0","0",""
"Z900027868","140","ZTRM","100","2000-01-01 00:00:00","2026-12-31 23:59:59","H","73","","","","1","YC102","YQ100","2","0","0",""
"Z900027868","150","ZTRM","1","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.73","","","","1","YC102","YQ100","2","0","0",""
"Z900027868","160","ZTRM","VAT","2000-01-01 00:00:00","2026-12-31 23:59:59","A","0.8906","","","","1","YC102","YQ100","2","0","0",""
"Z900023615","10","ZTRM","S1","2000-01-01 00:00:00","2026-06-30 23:59:59","H","120450","","","","1","YC102","YQ200","2","0","0",""
"Z900023615","20","ZTRM","D","2000-01-01 00:00:00","2026-06-30 23:59:59","E","0.713575","","","","1","YC102","YQ200","2","0","0",""
"Z900023802","10","ZTRM","S1","2000-01-01 00:00:00","2026-06-30 23:59:59","H","120450","","","","1","YC102","YQ200","2","0","0",""
"Z900023802","20","ZTRM","D","2000-01-01 00:00:00","2026-06-30 23:59:59","E","0.5986","","","","1","YC102","YQ200","2","0","0",""
"Z900027720","30","ZTRM","F","2000-01-01 00:00:00","2026-12-01 23:59:59","C","79.8547","","","","1","YC102","YQ100","2","0","0",""
"Z900027720","40","ZTRM","CD","2000-01-01 00:00:00","2026-12-01 23:59:59","D","0.7592","","","","1","YC102","YQ100","2","0","0",""
"Z900027720","50","ZTRM","CUR_$","2000-01-01 00:00:00","2026-12-01 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC102","YC102","2","0","0","ZZ"
"Z900027720","60","ZTRM","VAT","2000-01-01 00:00:00","2026-12-01 23:59:59","A","0.876","","","","1","YC102","YQ100","2","0","0",""
"Z900027720","70","ZTRM","T","2000-01-01 00:00:00","2026-12-01 23:59:59","B","6205","","","","1","YC102","YQ100","2","0","0",""
"Z900027720","90","ZTRM","T1","2000-01-01 00:00:00","2026-12-01 23:59:59","B","1277.5","","","","1","YC102","YQ100","2","0","0",""
"Z900027720","120","ZTRM","2","2000-01-01 00:00:00","2026-12-01 23:59:59","H","1.46","","","","1","YC102","YQ100","2","0","0",""
"Z900027720","130","ZTRM","SPOT_FOB_CHINA_01","2000-01-01 00:00:00","2026-12-01 23:59:59","H","598.6","","","","1","YC102","YQ100","2","0","0",""
"Z900027720","140","ZTRM","X","2000-01-01 00:00:00","2026-12-01 23:59:59","H","0.63291","","","","1","YC102","YQ100","2","0","0",""
"Z900027720","150","ZTRM","Y","2000-01-01 00:00:00","2026-12-01 23:59:59","H","0.09709","","","","1","YC102","YQ100","2","0","0",""
"Z900027720","160","ZTRM","P","2000-01-01 00:00:00","2026-12-01 23:59:59","H","84822.6274","","","","1","YC102","YQ100","2","0","0",""
"Z900027720","170","ZTRM","O","2000-01-01 00:00:00","2026-12-01 23:59:59","H","0.6935","","","","1","YC102","YQ100","2","0","0",""
"Z900027720","180","ZTRM","40000","2000-01-01 00:00:00","2026-12-01 23:59:59","H","29200","","","","1","YC102","YQ100","2","0","0",""
"Z900027720","190","ZTRM","I","2000-01-01 00:00:00","2026-12-01 23:59:59","H","25512.9014","","","","1","YC102","YQ100","2","0","0",""
"Z900028057","30","ZTRM","F","2000-01-01 00:00:00","2027-03-01 23:59:59","C","79.8547","","","","1","YC102","YQ100","2","0","0",""
"Z900028057","40","ZTRM","CD","2000-01-01 00:00:00","2027-03-01 23:59:59","D","0.7592","","","","1","YC102","YQ100","2","0","0",""
"Z900028057","50","ZTRM","CUR_$","2000-01-01 00:00:00","2027-03-01 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC102","YC102","2","0","0","ZZ"
"Z900028057","60","ZTRM","VAT","2000-01-01 00:00:00","2027-03-01 23:59:59","A","0.876","","","","1","YC102","YQ100","2","0","0",""
"Z900028057","70","ZTRM","T","2000-01-01 00:00:00","2027-03-01 23:59:59","B","6205","","","","1","YC102","YQ100","2","0","0",""
"Z900028057","90","ZTRM","T1","2000-01-01 00:00:00","2027-03-01 23:59:59","B","1277.5","","","","1","YC102","YQ100","2","0","0",""
"Z900028057","120","ZTRM","2","2000-01-01 00:00:00","2027-03-01 23:59:59","H","1.46","","","","1","YC102","YQ100","2","0","0",""
"Z900028057","130","ZTRM","SPOT_FOB_CHINA_01","2000-01-01 00:00:00","2027-03-01 23:59:59","H","598.6","","","","1","YC102","YQ100","2","0","0",""
"Z900028057","140","ZTRM","X","2000-01-01 00:00:00","2027-03-01 23:59:59","H","0.63291","","","","1","YC102","YQ100","2","0","0",""
"Z900028057","150","ZTRM","Y","2000-01-01 00:00:00","2027-03-01 23:59:59","H","0.09709","","","","1","YC102","YQ100","2","0","0",""
"Z900028057","160","ZTRM","P","2000-01-01 00:00:00","2027-03-01 23:59:59","H","84822.6274","","","","1","YC102","YQ100","2","0","0",""
"Z900028057","170","ZTRM","O","2000-01-01 00:00:00","2027-03-01 23:59:59","H","0.6935","","","","1","YC102","YQ100","2","0","0",""
"Z900028057","180","ZTRM","40000","2000-01-01 00:00:00","2027-03-01 23:59:59","H","29200","","","","1","YC102","YQ100","2","0","0",""
"Z900028057","190","ZTRM","I","2000-01-01 00:00:00","2027-03-01 23:59:59","H","26930.2913","","","","1","YC102","YQ100","2","0","0",""
"Z900028701","80","ZTRM","CUR_$_₱","2000-01-01 00:00:00","2026-12-31 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC102","YC102","2","0","0","ZZ"
"Z900028701","140","ZTRM","CHINA_01","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","CHINA_01","AVR","1","YC102","YQ100","2","0","0","SC"
"Z900028701","170","ZTRM","NDS","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.8906","","","","1","YC102","YQ100","2","0","0",""
"Z900028701","210","ZTRM","L","2000-01-01 00:00:00","2026-12-31 23:59:59","H","375.95","","","","1","YC102","YQ100","2","0","0",""
"Z900028701","220","ZTRM","NC","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.8249","","","","1","YC102","YQ100","2","0","0",""
"Z900028701","240","ZTRM","ZF0000000000000024","2000-01-01 00:00:00","2026-12-31 23:59:59","5","","","ZF0000000000000024","Z0001","1","YC102","YC102","2","0","0","ZZ"
"Z900028701","250","ZTRM","S","2000-01-01 00:00:00","2026-12-31 23:59:59","H","","","","","1","YC102","YQ100","2","0","0",""
"Z900028726","10","ZTRM","CPT_MOSCOW_110","2000-01-01 00:00:00","2027-04-30 23:59:59","1","","","CPT MOSCOW_109","AVR","1","YC102","YQ200","2","0","0","MR"
"Z900028726","20","ZTRM","L","2000-01-01 00:00:00","2027-04-30 23:59:59","H","3650","","","","1","YC102","YQ200","2","0","0",""
"Z900028726","30","ZTRM","D","2000-01-01 00:00:00","2027-04-30 23:59:59","H","0.7227","","","","1","YC102","YQ200","2","0","0",""
"Z900028726","40","ZTRM","SPOT","2000-01-01 00:00:00","2027-04-30 23:59:59","H","120450","","","","1","YC102","YQ200","2","0","0",""
"Z900028734","10","ZTRM","CFR_TUR_CURRENT","2000-01-01 00:00:00","2026-12-20 23:59:59","1","","","SPOT CFR TURKEY_06","LOW","1","YC100","YQ100","2","0","0","IE"
"Z900028734","20","ZTRM","PREMIUM","2000-01-01 00:00:00","2026-12-20 23:59:59","B","","","","","1","YC100","YQ100","2","0","0",""
"Z900028734","30","ZTRM","DISCOUNT","2000-01-01 00:00:00","2026-12-20 23:59:59","E","0.7081","","","","1","YC100","YQ100","2","0","0",""
"Z900028765","20","ZTRM","D","2000-01-01 00:00:00","2026-12-31 23:59:59","E","0.7227","","","","1","YC102","YQ100","2","0","0",""
"Z900028765","30","ZTRM","F","2000-01-01 00:00:00","2026-12-31 23:59:59","C","66.43","","","","1","YC102","YQ100","2","0","0",""
"Z900028765","40","ZTRM","CD","2000-01-01 00:00:00","2026-12-31 23:59:59","D","0.7592","","","","1","YC102","YQ100","2","0","0",""
"Z900028765","50","ZTRM","CUR","2000-01-01 00:00:00","2026-12-31 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC102","YC102","2","0","0","ZZ"
"Z900028765","60","ZTRM","VAT","2000-01-01 00:00:00","2026-12-31 23:59:59","A","0.8906","","","","1","YC102","YQ100","2","0","0",""
"Z900028765","70","ZTRM","T","2000-01-01 00:00:00","2026-12-31 23:59:59","B","6935","","","","1","YC102","YQ100","2","0","0",""
"Z900028765","90","ZTRM","T1","2000-01-01 00:00:00","2026-12-31 23:59:59","B","1095","","","","1","YC102","YQ100","2","0","0",""
"Z900028765","120","ZTRM","AG","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.7373","","","","1","YC102","YQ100","2","0","0",""
"Z900028765","230","ZTRM","RK","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.743052","","","","1","YC102","YQ100","2","0","0",""
"Z900028765","240","ZTRM","SPOT","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","SPOT FOB CHINA_01","AVR","1","YC102","YQ100","2","0","0","IA"
"Z900028879","130","ZTRM","SPOT","2000-01-01 00:00:00","2027-04-01 23:59:59","7","","","","","1","YC100","YQ100","2","0","0",""
"Z900028879","140","ZTRM","C","2000-01-01 00:00:00","2027-04-01 23:59:59","1","","","S. KOREA_1","AV","1","YC100","YQ100","2","0","0","CO"
"Z900028879","150","ZTRM","D","2000-01-01 00:00:00","2027-04-01 23:59:59","H","0.657","","","","1","YC100","YQ100","2","0","0",""
"Z900028879","160","ZTRM","F","2000-01-01 00:00:00","2027-04-01 23:59:59","B","87.6","","","","1","YC100","YQ100","2","0","0",""
"Z900028879","170","ZTRM","K","2000-01-01 00:00:00","2027-04-01 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC100","YC100","2","0","0","ZZ"
"Z900028879","190","ZTRM","B","2000-01-01 00:00:00","2027-04-01 23:59:59","H","3650","","","","1","YC100","YQ100","2","0","0",""
"Z900028879","200","ZTRM","I","2000-01-01 00:00:00","2027-04-01 23:59:59","H","0.7081","","","","1","YC100","YQ100","2","0","0",""
"Z900028879","210","ZTRM","N","2000-01-01 00:00:00","2027-04-01 23:59:59","A","0.8906","","","","1","YC100","YQ100","2","0","0",""
"Z900028880","130","ZTRM","SPOT","2000-01-01 00:00:00","2027-04-01 23:59:59","7","","","","","1","YC100","YQ100","2","0","0",""
"Z900028880","140","ZTRM","C","2000-01-01 00:00:00","2027-04-01 23:59:59","1","","","S. KOREA_1","AV","1","YC100","YQ100","2","0","0","CO"
"Z900028880","150","ZTRM","D","2000-01-01 00:00:00","2027-04-01 23:59:59","H","0.657","","","","1","YC100","YQ100","2","0","0",""
"Z900028880","160","ZTRM","F","2000-01-01 00:00:00","2027-04-01 23:59:59","B","87.6","","","","1","YC100","YQ100","2","0","0",""
"Z900028880","170","ZTRM","K","2000-01-01 00:00:00","2027-04-01 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC100","YC100","2","0","0","ZZ"
"Z900028880","190","ZTRM","B","2000-01-01 00:00:00","2027-04-01 23:59:59","H","1460","","","","1","YC100","YQ100","2","0","0",""
"Z900028880","200","ZTRM","N","2000-01-01 00:00:00","2027-04-01 23:59:59","A","0.8906","","","","1","YC100","YQ100","2","0","0",""
"Z900026754","70","ZTRM","X","2000-01-01 00:00:00","2027-01-31 23:59:59","A","0.8906","","","","1","YC102","YQ100","2","0","0",""
"Z900026754","80","ZTRM","M","2000-01-01 00:00:00","2027-01-31 23:59:59","H","24532.786887","","","","1","YC102","YQ100","2","0","0",""
"Z900026556","70","ZTRM","X","2000-01-01 00:00:00","2027-01-31 23:59:59","A","0.8906","","","","1","YC102","YQ100","2","0","0",""
"Z900026556","80","ZTRM","M","2000-01-01 00:00:00","2027-01-31 23:59:59","H","22438.524592","","","","1","YC102","YQ100","2","0","0",""
"Z900027407","40","ZTRM","CNY","2000-01-01 00:00:00","2026-12-31 23:59:59","5","","","ZF0000000000000012","Z0001","1","YC100","YC100","2","0","0","ZZ"
"Z900027407","50","ZTRM","EXW_CHINA_S_06","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","EXW CHINA S_06","AVR","1","YC100","YQ100","2","0","0","IA"
"Z900027407","60","ZTRM","S","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.6935","","","","1","YC100","YQ100","2","0","0",""
"Z900027407","70","ZTRM","T","2000-01-01 00:00:00","2026-12-31 23:59:59","B","7.3","","","","1","YC100","YQ100","2","0","0",""
"Z900027407","80","ZTRM","C","2000-01-01 00:00:00","2026-12-31 23:59:59","H","254.04","","","","1","YC100","YQ100","2","0","0",""
"Z900027407","90","ZTRM","I","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.73","","","","1","YC100","YQ100","2","0","0",""
"Z900027407","120","ZTRM","Y","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.2117","","","","1","YC100","YQ100","2","0","0",""
"Z900027407","130","ZTRM","T1","2000-01-01 00:00:00","2026-12-31 23:59:59","B","74.46","","","","1","YC100","YQ100","2","0","0",""
"Z900027407","140","ZTRM","P","2000-01-01 00:00:00","2026-12-31 23:59:59","D","0.803","","","","1","YC100","YQ100","2","0","0",""
"Z900027407","150","ZTRM","T2","2000-01-01 00:00:00","2026-12-31 23:59:59","B","9687.1","","","","1","YC100","YQ100","2","0","0",""
"Z900027407","160","ZTRM","USD","2000-01-01 00:00:00","2026-12-31 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC102","YC102","2","0","0","ZZ"
"Z900027407","170","ZTRM","U","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.01095","","","","1","YC100","YQ100","2","0","0",""
"Z900027407","180","ZTRM","A","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.0219","","","","1","YC100","YQ100","2","0","0",""
"Z900027407","190","ZTRM","R","2000-01-01 00:00:00","2026-12-31 23:59:59","H","6534.23","","","","1","YC100","YQ100","2","0","0",""
"Z900027407","200","ZTRM","T3","2000-01-01 00:00:00","2026-12-31 23:59:59","H","3039.72","","","","1","YC100","YQ100","2","0","0",""
"Z900027407","210","ZTRM","N","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.0511","","","","1","YC100","YQ100","2","0","0",""
"Z900027407","220","ZTRM","Z","2000-01-01 00:00:00","2026-12-31 23:59:59","H","56191.02","","","","1","YC100","YQ100","2","0","0",""
"Z900027407","240","ZTRM","K","2000-01-01 00:00:00","2026-12-31 23:59:59","H","2956.5","","","","1","YC100","YQ100","2","0","0",""
"Z900027407","250","ZTRM","NDS","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.8906","","","","1","YC100","YQ100","2","0","0",""
"Z900027407","260","ZTRM","NDS1","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.8249","","","","1","YC100","YQ100","2","0","0",""
"Z900027407","270","ZTRM","NDS2","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.8906","","","","1","YC100","YQ100","2","0","0",""
"Z900027407","280","ZTRM","M","2000-01-01 00:00:00","2026-12-31 23:59:59","H","730","","","","1","YC100","YQ100","2","0","0",""
"Z900025419","10","ZTRM","SPOT_FOB_CHINA_01","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","SPOT FOB CHINA_01","LOW","1","YC102","YQ100","2","0","0","IA"
"Z900025419","20","ZTRM","D","2000-01-01 00:00:00","2026-12-31 23:59:59","E","0.69715","","","","1","YC102","YQ100","2","0","0",""
"Z900025419","30","ZTRM","F","2000-01-01 00:00:00","2026-12-31 23:59:59","C","35.77","","","","1","YC102","YQ100","2","0","0",""
"Z900025419","40","ZTRM","CD","2000-01-01 00:00:00","2026-12-31 23:59:59","D","0.7592","","","","1","YC102","YQ100","2","0","0",""
"Z900025419","50","ZTRM","CUR_$","2000-01-01 00:00:00","2026-12-31 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC102","YC102","2","0","0","ZZ"
"Z900025419","60","ZTRM","VAT","2000-01-01 00:00:00","2026-12-31 23:59:59","A","0.8906","","","","1","YC102","YQ100","2","0","0",""
"Z900025419","70","ZTRM","T","2000-01-01 00:00:00","2026-12-31 23:59:59","B","4745","","","","1","YC102","YQ100","2","0","0",""
"Z900025419","80","ZTRM","T1","2000-01-01 00:00:00","2026-12-31 23:59:59","B","4672","","","","1","YC102","YQ100","2","0","0",""
"Z900025419","90","ZTRM","2","2000-01-01 00:00:00","2026-12-31 23:59:59","H","1.46","","","","1","YC102","YQ100","2","0","0",""
"Z900025419","100","ZTRM","X","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.63291","","","","1","YC102","YQ100","2","0","0",""
"Z900025419","110","ZTRM","D2","2000-01-01 00:00:00","2026-12-31 23:59:59","E","0.7081","","","","1","YC102","YQ100","2","0","0",""
"Z900025419","120","ZTRM","40000","2000-01-01 00:00:00","2026-12-31 23:59:59","H","29200","","","","1","YC102","YQ100","2","0","0",""
"Z900025419","130","ZTRM","Y","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.09709","","","","1","YC102","YQ100","2","0","0",""
"Z900025419","140","ZTRM","O","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.6935","","","","1","YC102","YQ100","2","0","0",""
"Z900025419","150","ZTRM","P","2000-01-01 00:00:00","2026-12-31 23:59:59","H","64950.3484","","","","1","YC102","YQ100","2","0","0",""
"Z900025419","160","ZTRM","AG","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.73219","","","","1","YC102","YQ100","2","0","0",""
"Z900025399","10","ZTRM","SPOT_FOB_CHINA_01","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","SPOT FOB CHINA_01","LOW","1","YC102","YQ100","2","0","0","IA"
"Z900025399","20","ZTRM","D","2000-01-01 00:00:00","2026-12-31 23:59:59","E","0.69715","","","","1","YC102","YQ100","2","0","0",""
"Z900025399","30","ZTRM","F","2000-01-01 00:00:00","2026-12-31 23:59:59","C","35.77","","","","1","YC102","YQ100","2","0","0",""
"Z900025399","40","ZTRM","CD","2000-01-01 00:00:00","2026-12-31 23:59:59","D","0.7592","","","","1","YC102","YQ100","2","0","0",""
"Z900025399","50","ZTRM","CUR_$","2000-01-01 00:00:00","2026-12-31 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC102","YC102","2","0","0","ZZ"
"Z900025399","60","ZTRM","VAT","2000-01-01 00:00:00","2026-12-31 23:59:59","A","0.8906","","","","1","YC102","YQ100","2","0","0",""
"Z900025399","70","ZTRM","T","2000-01-01 00:00:00","2026-12-31 23:59:59","B","4745","","","","1","YC102","YQ100","2","0","0",""
"Z900025399","80","ZTRM","T1","2000-01-01 00:00:00","2026-12-31 23:59:59","B","3978.5","","","","1","YC102","YQ100","2","0","0",""
"Z900025399","90","ZTRM","2","2000-01-01 00:00:00","2026-12-31 23:59:59","H","1.46","","","","1","YC102","YQ100","2","0","0",""
"Z900025399","100","ZTRM","X","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.63291","","","","1","YC102","YQ100","2","0","0",""
"Z900025399","110","ZTRM","D2","2000-01-01 00:00:00","2026-12-31 23:59:59","E","0.7081","","","","1","YC102","YQ100","2","0","0",""
"Z900025399","120","ZTRM","40000","2000-01-01 00:00:00","2026-12-31 23:59:59","H","29200","","","","1","YC102","YQ100","2","0","0",""
"Z900025399","130","ZTRM","Y","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.09709","","","","1","YC102","YQ100","2","0","0",""
"Z900025399","140","ZTRM","O","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.6935","","","","1","YC102","YQ100","2","0","0",""
"Z900025399","150","ZTRM","P","2000-01-01 00:00:00","2026-12-31 23:59:59","H","64950.3484","","","","1","YC102","YQ100","2","0","0",""
"Z900025399","160","ZTRM","AG","2000-01-01 00:00:00","2026-12-31 23:59:59","D","0.73219","","","","1","YC102","YQ100","2","0","0",""
"Z900026406","10","ZTRM","SPOT_FOB_CHINA_01","2000-01-01 00:00:00","2028-12-31 23:59:59","1","","","SPOT FOB CHINA_01","LOW","1","YC102","YQ100","2","0","0","IA"
"Z900026406","20","ZTRM","D","2000-01-01 00:00:00","2028-12-31 23:59:59","E","0.69715","","","","1","YC102","YQ100","2","0","0",""
"Z900026406","30","ZTRM","F","2000-01-01 00:00:00","2028-12-31 23:59:59","C","35.77","","","","1","YC102","YQ100","2","0","0",""
"Z900026406","40","ZTRM","CD","2000-01-01 00:00:00","2028-12-31 23:59:59","D","0.7592","","","","1","YC102","YQ100","2","0","0",""
"Z900026406","50","ZTRM","CUR_$","2000-01-01 00:00:00","2028-12-31 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC102","YC102","2","0","0","ZZ"
"Z900026406","60","ZTRM","VAT","2000-01-01 00:00:00","2028-12-31 23:59:59","A","0.8906","","","","1","YC102","YQ100","2","0","0",""
"Z900026406","70","ZTRM","T","2000-01-01 00:00:00","2028-12-31 23:59:59","B","4745","","","","1","YC102","YQ100","2","0","0",""
"Z900026406","80","ZTRM","T1","2000-01-01 00:00:00","2028-12-31 23:59:59","B","3978.5","","","","1","YC102","YQ100","2","0","0",""
"Z900026406","90","ZTRM","2","2000-01-01 00:00:00","2028-12-31 23:59:59","H","1.46","","","","1","YC102","YQ100","2","0","0",""
"Z900026406","100","ZTRM","X","2000-01-01 00:00:00","2028-12-31 23:59:59","H","0.63291","","","","1","YC102","YQ100","2","0","0",""
"Z900026406","110","ZTRM","D2","2000-01-01 00:00:00","2028-12-31 23:59:59","E","0.7081","","","","1","YC102","YQ100","2","0","0",""
"Z900026406","120","ZTRM","40000","2000-01-01 00:00:00","2028-12-31 23:59:59","H","29200","","","","1","YC102","YQ100","2","0","0",""
"Z900026406","130","ZTRM","Y","2000-01-01 00:00:00","2028-12-31 23:59:59","H","0.09709","","","","1","YC102","YQ100","2","0","0",""
"Z900026406","140","ZTRM","O","2000-01-01 00:00:00","2028-12-31 23:59:59","H","0.6935","","","","1","YC102","YQ100","2","0","0",""
"Z900026406","150","ZTRM","P","2000-01-01 00:00:00","2028-12-31 23:59:59","H","64950.3484","","","","1","YC102","YQ100","2","0","0",""
"Z900026406","160","ZTRM","AG","2000-01-01 00:00:00","2028-12-31 23:59:59","H","0.73219","","","","1","YC102","YQ100","2","0","0",""
"Z900028973","20","ZTRM","ET","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","&SPOTCFR NEASIA_05","AVR","1","YC102","YQ100","2","0","0","IA"
"Z900028973","30","ZTRM","PROP","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","SPOT CFR NEASIA_03","AVR","1","YC102","YQ100","2","0","0","IA"
"Z900028973","40","ZTRM","CFR_CHINA_01","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","SPOT CFR CHINA_12","AVR","1","YC102","YQ100","2","0","0","IA"
