"Формула","Номер терма в формуле","Вид условий","Имя переменной","Действительно с","Действительно по","Тип фиксированного терма","Значение","Валюта","Имя котировки","Вид котировки","Правило расчета","Правило опред. периода: валютный курс","Прав. опред. периода","Вид расчета терма","Фактор 1","Фактор 2","Происхождение котировки"
"Z900025482","10","ZTRM","GPPS","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","HONGKONG_1","AV","1","YC102","YQ100","2","0","0","CO"
"Z900025482","20","ZTRM","Y","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.365","","","","1","YC102","YQ100","2","0","0",""
"Z900025482","40","ZTRM","F","2000-01-01 00:00:00","2026-12-31 23:59:59","B","219","","","","1","YC102","YQ100","2","0","0",""
"Z900025482","50","ZTRM","K2","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","S. KOREA_1","AV","1","YC102","YQ100","2","0","0","CO"
"Z900025482","70","ZTRM","X","2000-01-01 00:00:00","2026-12-31 23:59:59","H","51.1","","","","1","YC102","YQ100","2","0","0",""
"Z900025482","80","ZTRM","L1","2000-01-01 00:00:00","2026-12-31 23:59:59","B","87.6","","","","1","YC102","YQ100","2","0","0",""
"Z900025482","90","ZTRM","L2","2000-01-01 00:00:00","2026-12-31 23:59:59","B","32.85","","","","1","YC102","YQ100","2","0","0",""
"Z900025482","100","ZTRM","L3","2000-01-01 00:00:00","2026-12-31 23:59:59","B","47.45","","","","1","YC102","YQ100","2","0","0",""
"Z900025482","110","ZTRM","L4","2000-01-01 00:00:00","2026-12-31 23:59:59","B","3285","","","","1","YC102","YQ100","2","0","0",""
"Z900025482","120","ZTRM","L5","2000-01-01 00:00:00","2026-12-31 23:59:59","B","2190","","","","1","YC102","YQ100","2","0","0",""
"Z900025482","130","ZTRM","EX","2000-01-01 00:00:00","2026-12-31 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC102","YC102","2","0","0","ZZ"
"Z900025482","150","ZTRM","Y2","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.365","","","","1","YC102","YQ100","2","0","0",""
"Z900025482","160","ZTRM","NDS","2000-01-01 00:00:00","2026-12-31 23:59:59","A","0.8906","","","","1","YC102","YQ100","2","0","0",""
"Z900025501","10","ZTRM","GPPS","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","HONGKONG_1","AV","1","YC102","YQ100","2","0","0","CO"
"Z900025501","20","ZTRM","Y","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.365","","","","1","YC102","YQ100","2","0","0",""
"Z900025501","40","ZTRM","F","2000-01-01 00:00:00","2026-12-31 23:59:59","B","219","","","","1","YC102","YQ100","2","0","0",""
"Z900025501","50","ZTRM","K2","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","S. KOREA_1","AV","1","YC102","YQ100","2","0","0","CO"
"Z900025501","70","ZTRM","X","2000-01-01 00:00:00","2026-12-31 23:59:59","H","51.1","","","","1","YC102","YQ100","2","0","0",""
"Z900025501","80","ZTRM","L1","2000-01-01 00:00:00","2026-12-31 23:59:59","B","87.6","","","","1","YC102","YQ100","2","0","0",""
"Z900025501","90","ZTRM","L2","2000-01-01 00:00:00","2026-12-31 23:59:59","B","32.85","","","","1","YC102","YQ100","2","0","0",""
"Z900025501","100","ZTRM","L3","2000-01-01 00:00:00","2026-12-31 23:59:59","B","47.45","","","","1","YC102","YQ100","2","0","0",""
"Z900025501","110","ZTRM","L4","2000-01-01 00:00:00","2026-12-31 23:59:59","B","3285","","","","1","YC102","YQ100","2","0","0",""
"Z900025501","120","ZTRM","L5","2000-01-01 00:00:00","2026-12-31 23:59:59","B","2190","","","","1","YC102","YQ100","2","0","0",""
"Z900025501","130","ZTRM","EX","2000-01-01 00:00:00","2026-12-31 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC102","YC102","2","0","0","ZZ"
"Z900025501","150","ZTRM","Y2","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.365","","","","1","YC102","YQ100","2","0","0",""
"Z900025501","160","ZTRM","NDS","2000-01-01 00:00:00","2026-12-31 23:59:59","A","0.8906","","","","1","YC102","YQ100","2","0","0",""
"Z900020710","10","ZTRM","CFR_TUR_CURRENT","2000-01-01 00:00:00","2026-12-20 23:59:59","1","","","SPOT CFR TURKEY_06","LOW","1","YC100","YQ100","2","0","0","IE"
"Z900020710","20","ZTRM","PREMIUM","2000-01-01 00:00:00","2026-12-20 23:59:59","B","","","","","1","YC100","YQ100","2","0","0",""
"Z900020710","30","ZTRM","DISCOUNT","2000-01-01 00:00:00","2026-12-20 23:59:59","E","0.7081","","","","1","YC100","YQ100","2","0","0",""
"Z900020999","10","ZTRM","CFR_TUR_CURRENT","2000-01-01 00:00:00","2026-12-20 23:59:59","1","","","CFR TURKEYMEORIG05","LOW","1","YC100","YQ100","2","0","0","IE"
"Z900020999","20","ZTRM","PREMIUM","2000-01-01 00:00:00","2026-12-20 23:59:59","B","","","","","1","YC100","YQ100","2","0","0",""
"Z900020999","30","ZTRM","DISCOUNT","2000-01-01 00:00:00","2026-12-20 23:59:59","E","0.7081","","","","1","YC100","YQ100","2","0","0",""
"Z900021700","10","ZTRM","CFR_TUR_CURRENT","2000-01-01 00:00:00","2026-12-20 23:59:59","1","","","SPOT CFR TURKEY_06","LOW","1","YC100","YQ100","2","0","0","IE"
"Z900021700","20","ZTRM","PREMIUM","2000-01-01 00:00:00","2026-12-20 23:59:59","B","","","","","1","YC100","YQ100","2","0","0",""
"Z900021700","30","ZTRM","DISCOUNT","2000-01-01 00:00:00","2026-12-20 23:59:59","E","0.7081","","","","1","YC100","YQ100","2","0","0",""
"Z900020611","10","ZTRM","CFR_TUR_CURRENT","2000-01-01 00:00:00","2026-12-20 23:59:59","1","","","CFR TURKEYMEORIG01","LOW","1","YC100","YQ100","2","0","0","IE"
"Z900020611","20","ZTRM","PREMIUM","2000-01-01 00:00:00","2026-12-20 23:59:59","B","","","","","1","YC100","YQ100","2","0","0",""
"Z900020611","30","ZTRM","DISCOUNT","2000-01-01 00:00:00","2026-12-20 23:59:59","E","0.7081","","","","1","YC100","YQ100","2","0","0",""
"Z900022831","10","ZTRM","CFR_TUR_CURRENT","2000-01-01 00:00:00","2026-12-20 23:59:59","1","","","SPOT CFR TURKEY_05","LOW","1","YC100","YQ100","2","0","0","IE"
"Z900022831","20","ZTRM","PREMIUM","2000-01-01 00:00:00","2026-12-20 23:59:59","B","","","","","1","YC100","YQ100","2","0","0",""
"Z900022831","30","ZTRM","DISCOUNT","2000-01-01 00:00:00","2026-12-20 23:59:59","E","0.7081","","","","1","YC100","YQ100","2","0","0",""
"Z900023119","10","ZTRM","A","2000-01-01 00:00:00","2028-12-31 23:59:59","1","","","SPOT CFR TURKEY_06","AVR","1","YC202","YQ200","2","0","0","IE"
"Z900023119","40","ZTRM","D","2000-01-01 00:00:00","2028-12-31 23:59:59","H","219","","","","1","YC202","YQ200","2","0","0",""
"Z900023119","50","ZTRM","E","2000-01-01 00:00:00","2028-12-31 23:59:59","H","73","","","","1","YC202","YQ200","2","0","0",""
"Z900023119","210","ZTRM","K","2000-01-01 00:00:00","2028-12-31 23:59:59","H","0.73","","","","1","YC202","YQ200","2","0","0",""
"Z900023119","220","ZTRM","B","2000-01-01 00:00:00","2028-12-31 23:59:59","D","","","","","1","YC202","YQ200","2","0","0",""
"Z900023119","240","ZTRM","G","2000-01-01 00:00:00","2028-12-31 23:59:59","H","18.25","","","","1","YC202","YQ200","2","0","0",""
"Z900023119","250","ZTRM","H","2000-01-01 00:00:00","2028-12-31 23:59:59","D","0.02336","","","","1","YC202","YQ200","2","0","0",""
"Z900023119","270","ZTRM","O","2000-01-01 00:00:00","2028-12-31 23:59:59","B","197.1","","","","1","YC202","YQ200","2","0","0",""
"Z900023119","280","ZTRM","CUR_$_₱_M","2000-01-01 00:00:00","2028-12-31 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC202","YC202","2","0","0","ZZ"
"Z900023119","290","ZTRM","NDS","2000-01-01 00:00:00","2028-12-31 23:59:59","A","0.876","","","","1","YC202","YQ200","2","0","0",""
"Z900023119","310","ZTRM","T","2000-01-01 00:00:00","2028-12-31 23:59:59","H","36.5","","","","1","YC202","YQ200","2","0","0",""
"Z900023119","320","ZTRM","M","2000-01-01 00:00:00","2028-12-31 23:59:59","B","29.2","","","","1","YC202","YQ200","2","0","0",""
"Z900023119","330","ZTRM","R","2000-01-01 00:00:00","2028-12-31 23:59:59","B","357.7","","","","1","YC202","YQ200","2","0","0",""
"Z900023119","340","ZTRM","W","2000-01-01 00:00:00","2028-12-31 23:59:59","D","0.0365","","","","1","YC202","YQ200","2","0","0",""
"Z900025569","20","ZTRM","Y","2000-01-01 00:00:00","2026-12-31 23:59:59","H","14.6","","","","1","YC102","YQ100","2","0","0",""
"Z900025569","40","ZTRM","L7","2000-01-01 00:00:00","2026-12-31 23:59:59","B","8395","","","","1","YC102","YQ100","2","0","0",""
"Z900025569","50","ZTRM","K1","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","EUROPE_1","AV","1","YC102","YQ100","2","0","0","CO"
"Z900025569","80","ZTRM","L1","2000-01-01 00:00:00","2026-12-31 23:59:59","B","87.6","","","","1","YC102","YQ100","2","0","0",""
"Z900025569","120","ZTRM","L6","2000-01-01 00:00:00","2026-12-31 23:59:59","B","146","","","","1","YC102","YQ100","2","0","0",""
"Z900025569","130","ZTRM","EX","2000-01-01 00:00:00","2026-12-31 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC102","YC102","2","0","0","ZZ"
"Z900025576","20","ZTRM","Y","2000-01-01 00:00:00","2026-12-31 23:59:59","H","14.6","","","","1","YC102","YQ100","2","0","0",""
"Z900025576","40","ZTRM","L7","2000-01-01 00:00:00","2026-12-31 23:59:59","B","8395","","","","1","YC102","YQ100","2","0","0",""
"Z900025576","50","ZTRM","K2","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","S. KOREA_1","AV","1","YC102","YQ100","2","0","0","CO"
"Z900025576","80","ZTRM","L1","2000-01-01 00:00:00","2026-12-31 23:59:59","B","87.6","","","","1","YC102","YQ100","2","0","0",""
"Z900025576","120","ZTRM","L6","2000-01-01 00:00:00","2026-12-31 23:59:59","B","146","","","","1","YC102","YQ100","2","0","0",""
"Z900025576","130","ZTRM","EX","2000-01-01 00:00:00","2026-12-31 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC102","YC102","2","0","0","ZZ"
"Z900023130","10","ZTRM","A","2000-01-01 00:00:00","2028-12-31 23:59:59","1","","","SPOT CFR CMP_12","AVR","1","YC202","YQ200","2","0","0","IA"
"Z900023130","20","ZTRM","Q","2000-01-01 00:00:00","2028-12-31 23:59:59","H","0.74095","","","","1","YC202","YQ200","2","0","0",""
"Z900023130","30","ZTRM","C","2000-01-01 00:00:00","2028-12-31 23:59:59","H","10.95","","","","1","YC202","YQ200","2","0","0",""
"Z900023130","40","ZTRM","D","2000-01-01 00:00:00","2028-12-31 23:59:59","H","270.1","","","","1","YC202","YQ200","2","0","0",""
"Z900023130","50","ZTRM","E","2000-01-01 00:00:00","2028-12-31 23:59:59","H","159.87","","","","1","YC202","YQ200","2","0","0",""
"Z900023130","210","ZTRM","K","2000-01-01 00:00:00","2028-12-31 23:59:59","H","0.73","","","","1","YC202","YQ200","2","0","0",""
"Z900023130","220","ZTRM","B","2000-01-01 00:00:00","2028-12-31 23:59:59","D","","","","","1","YC202","YQ200","2","0","0",""
"Z900023130","240","ZTRM","G","2000-01-01 00:00:00","2028-12-31 23:59:59","H","18.25","","","","1","YC202","YQ200","2","0","0",""
"Z900023130","250","ZTRM","H","2000-01-01 00:00:00","2028-12-31 23:59:59","D","0.04745","","","","1","YC202","YQ200","2","0","0",""
"Z900023130","270","ZTRM","O","2000-01-01 00:00:00","2028-12-31 23:59:59","B","146","","","","1","YC202","YQ200","2","0","0",""
"Z900023130","280","ZTRM","CUR_$_₱_M","2000-01-01 00:00:00","2028-12-31 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC202","YC202","2","0","0","ZZ"
"Z900023130","290","ZTRM","NDS","2000-01-01 00:00:00","2028-12-31 23:59:59","A","0.876","","","","1","YC202","YQ200","2","0","0",""
"Z900023130","310","ZTRM","T","2000-01-01 00:00:00","2028-12-31 23:59:59","H","29.2","","","","1","YC202","YQ200","2","0","0",""
"Z900023130","320","ZTRM","M","2000-01-01 00:00:00","2028-12-31 23:59:59","B","239.2064","","","","1","YC202","YQ200","2","0","0",""
"Z900023130","330","ZTRM","R","2000-01-01 00:00:00","2028-12-31 23:59:59","B","50282.4","","","","1","YC202","YQ200","2","0","0",""
"Z900023130","340","ZTRM","S","2000-01-01 00:00:00","2028-12-31 23:59:59","H","","","","","1","YC202","YQ200","2","0","0",""
"Z900023130","350","ZTRM","V","2000-01-01 00:00:00","2028-12-31 23:59:59","H","95122.65","","","","1","YC202","YQ200","2","0","0",""
"Z900023131","10","ZTRM","A","2000-01-01 00:00:00","2028-12-31 23:59:59","1","","","SPOT CFR CMP_12","AVR","1","YC202","YQ200","2","0","0","IA"
"Z900023131","20","ZTRM","Q","2000-01-01 00:00:00","2028-12-31 23:59:59","H","0.74095","","","","1","YC202","YQ200","2","0","0",""
"Z900023131","30","ZTRM","C","2000-01-01 00:00:00","2028-12-31 23:59:59","H","10.95","","","","1","YC202","YQ200","2","0","0",""
"Z900023131","40","ZTRM","D","2000-01-01 00:00:00","2028-12-31 23:59:59","H","270.1","","","","1","YC202","YQ200","2","0","0",""
"Z900023131","50","ZTRM","E","2000-01-01 00:00:00","2028-12-31 23:59:59","H","159.87","","","","1","YC202","YQ200","2","0","0",""
"Z900023131","210","ZTRM","K","2000-01-01 00:00:00","2028-12-31 23:59:59","H","0.73","","","","1","YC202","YQ200","2","0","0",""
"Z900023131","220","ZTRM","B","2000-01-01 00:00:00","2028-12-31 23:59:59","D","","","","","1","YC202","YQ200","2","0","0",""
"Z900023131","240","ZTRM","G","2000-01-01 00:00:00","2028-12-31 23:59:59","H","18.25","","","","1","YC202","YQ200","2","0","0",""
"Z900023131","250","ZTRM","H","2000-01-01 00:00:00","2028-12-31 23:59:59","D","0.04745","","","","1","YC202","YQ200","2","0","0",""
"Z900023131","270","ZTRM","O","2000-01-01 00:00:00","2028-12-31 23:59:59","B","146","","","","1","YC202","YQ200","2","0","0",""
"Z900023131","280","ZTRM","CUR_$_₱_M","2000-01-01 00:00:00","2028-12-31 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC202","YC202","2","0","0","ZZ"
"Z900023131","290","ZTRM","NDS","2000-01-01 00:00:00","2028-12-31 23:59:59","A","0.876","","","","1","YC202","YQ200","2","0","0",""
"Z900023131","310","ZTRM","T","2000-01-01 00:00:00","2028-12-31 23:59:59","H","29.2","","","","1","YC202","YQ200","2","0","0",""
"Z900023131","320","ZTRM","M","2000-01-01 00:00:00","2028-12-31 23:59:59","B","239.2064","","","","1","YC202","YQ200","2","0","0",""
"Z900023131","330","ZTRM","R","2000-01-01 00:00:00","2028-12-31 23:59:59","B","50282.4","","","","1","YC202","YQ200","2","0","0",""
"Z900023131","340","ZTRM","S","2000-01-01 00:00:00","2028-12-31 23:59:59","H","","","","","1","YC202","YQ200","2","0","0",""
"Z900023131","350","ZTRM","V","2000-01-01 00:00:00","2028-12-31 23:59:59","H","85528.26","","","","1","YC202","YQ200","2","0","0",""
"Z900024135","10","ZTRM","CONTR","2000-01-01 00:00:00","2028-12-31 23:59:59","1","","","&CONTR FD NWE_14","AVR","1","YC102","YQ100","2","0","0","IE"
"Z900024135","30","ZTRM","USD_RATE","2000-01-01 00:00:00","2028-12-31 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC102","YC102","2","0","0","ZZ"
"Z900024135","90","ZTRM","TAX","2000-01-01 00:00:00","2028-12-31 23:59:59","A","0.876","","","","1","YC102","YQ100","2","0","0",""
"Z900024135","100","ZTRM","P","2000-01-01 00:00:00","2028-12-31 23:59:59","H","115340","","","","1","YC102","YQ100","2","0","0",""
"Z900024135","110","ZTRM","SPOTCFR","2000-01-01 00:00:00","2028-12-31 23:59:59","1","","","&SPOTCFR NEASIA_05","AVR","1","YC102","YQ100","2","0","0","IA"
"Z900024135","120","ZTRM","CONTRDELIVERED","2000-01-01 00:00:00","2028-12-31 23:59:59","1","","","&CONTRDELIVERED_01","AV","1","YC102","YQ100","2","0","0","IL"
"Z900024135","130","ZTRM","EURO_RATE","2000-01-01 00:00:00","2028-12-31 23:59:59","5","","","ZF0000000000000003","Z0001","1","YC102","YC102","2","0","0","ZZ"
"Z900024135","140","ZTRM","3","2000-01-01 00:00:00","2028-12-31 23:59:59","H","2.19","","","","1","YC102","YQ100","2","0","0",""
"Z900024135","150","ZTRM","D","2000-01-01 00:00:00","2028-12-31 23:59:59","H","0.6059","","","","1","YC102","YQ100","2","0","0",""
"Z900024135","160","ZTRM","BF3","2000-01-01 00:00:00","2028-12-31 23:59:59","H","44865.8","","","","1","YC102","YQ100","2","0","0",""
"Z900024135","170","ZTRM","D2","2000-01-01 00:00:00","2028-12-31 23:59:59","H","0.4745","","","","1","YC102","YQ100","2","0","0",""
"Z900019617","10","ZTRM","SPOT_FOB_CHINA_01","2000-01-01 00:00:00","2029-12-31 23:59:59","1","","","SPOT FOB CHINA_01","AVR","1","YC102","YQ100","2","0","0","IA"
"Z900019617","30","ZTRM","F","2000-01-01 00:00:00","2029-12-31 23:59:59","C","35.1422","","","","1","YC102","YQ100","2","0","0",""
"Z900019617","40","ZTRM","CD","2000-01-01 00:00:00","2029-12-31 23:59:59","D","0.7592","","","","1","YC102","YQ100","2","0","0",""
"Z900019617","50","ZTRM","CUR_$","2000-01-01 00:00:00","2029-12-31 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC102","YC102","2","0","0","ZZ"
"Z900019617","60","ZTRM","VAT","2000-01-01 00:00:00","2029-12-31 23:59:59","A","0.876","","","","1","YC102","YQ100","2","0","0",""
"Z900019617","70","ZTRM","T","2000-01-01 00:00:00","2029-12-31 23:59:59","B","5475","","","","1","YC102","YQ100","2","0","0",""
"Z900019617","80","ZTRM","2","2000-01-01 00:00:00","2029-12-31 23:59:59","H","1.46","","","","1","YC102","YQ100","2","0","0",""
"Z900019617","90","ZTRM","T1","2000-01-01 00:00:00","2029-12-31 23:59:59","H","4380","","","","1","YC102","YQ100","2","0","0",""
"Z900019617","100","ZTRM","K","2000-01-01 00:00:00","2029-12-31 23:59:59","H","0.73","","","","1","YC102","YQ100","2","0","0",""
"Z900019617","110","ZTRM","AG","2000-01-01 00:00:00","2029-12-31 23:59:59","H","0.7373","","","","1","YC102","YQ100","2","0","0",""
"Z900019617","120","ZTRM","PK","2000-01-01 00:00:00","2029-12-31 23:59:59","H","0.744848","","","","1","YC102","YQ100","2","0","0",""
"Z900019617","130","ZTRM","I","2000-01-01 00:00:00","2029-12-31 23:59:59","H","456.5347","","","","1","YC102","YQ100","2","0","0",""
"Z900019613","10","ZTRM","SPOT_FOB_CHINA_01","2000-01-01 00:00:00","2029-12-31 23:59:59","1","","","SPOT FOB CHINA_01","AVR","1","YC102","YQ100","2","0","0","IA"
"Z900019613","30","ZTRM","F","2000-01-01 00:00:00","2029-12-31 23:59:59","C","35.1422","","","","1","YC102","YQ100","2","0","0",""
"Z900019613","40","ZTRM","CD","2000-01-01 00:00:00","2029-12-31 23:59:59","D","0.7592","","","","1","YC102","YQ100","2","0","0",""
"Z900019613","50","ZTRM","CUR_$","2000-01-01 00:00:00","2029-12-31 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC102","YC102","2","0","0","ZZ"
"Z900019613","60","ZTRM","VAT","2000-01-01 00:00:00","2029-12-31 23:59:59","A","0.876","","","","1","YC102","YQ100","2","0","0",""
"Z900019613","70","ZTRM","T","2000-01-01 00:00:00","2029-12-31 23:59:59","B","6205","","","","1","YC102","YQ100","2","0","0",""
"Z900019613","80","ZTRM","BB","2000-01-01 00:00:00","2029-12-31 23:59:59","H","0.7592","","","","1","YC102","YQ100","2","0","0",""
"Z900019613","90","ZTRM","T1","2000-01-01 00:00:00","2029-12-31 23:59:59","H","1825","","","","1","YC102","YQ100","2","0","0",""
"Z900019613","100","ZTRM","2","2000-01-01 00:00:00","2029-12-31 23:59:59","H","1.46","","","","1","YC102","YQ100","2","0","0",""
"Z900019613","110","ZTRM","K","2000-01-01 00:00:00","2029-12-31 23:59:59","H","0.471843","","","","1","YC102","YQ100","2","0","0",""
"Z900019613","120","ZTRM","AG","2000-01-01 00:00:00","2029-12-31 23:59:59","H","0.7373","","","","1","YC102","YQ100","2","0","0",""
"Z900019613","130","ZTRM","PK","2000-01-01 00:00:00","2029-12-31 23:59:59","H","0.744848","","","","1","YC102","YQ100","2","0","0",""
"Z900019613","140","ZTRM","I","2000-01-01 00:00:00","2029-12-31 23:59:59","H","1830.6867","","","","1","YC102","YQ100","2","0","0",""
"Z900019612","10","ZTRM","SPOT_FOB_CHINA_01","2000-01-01 00:00:00","2029-12-31 23:59:59","1","","","SPOT FOB CHINA_01","AVR","1","YC102","YQ100","2","0","0","IA"
"Z900019612","30","ZTRM","F","2000-01-01 00:00:00","2029-12-31 23:59:59","C","35.1422","","","","1","YC102","YQ100","2","0","0",""
"Z900019612","40","ZTRM","CD","2000-01-01 00:00:00","2029-12-31 23:59:59","D","0.7592","","","","1","YC102","YQ100","2","0","0",""
"Z900019612","50","ZTRM","CUR_$","2000-01-01 00:00:00","2029-12-31 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC102","YC102","2","0","0","ZZ"
"Z900019612","60","ZTRM","VAT","2000-01-01 00:00:00","2029-12-31 23:59:59","A","0.876","","","","1","YC102","YQ100","2","0","0",""
"Z900019612","70","ZTRM","T","2000-01-01 00:00:00","2029-12-31 23:59:59","B","6205","","","","1","YC102","YQ100","2","0","0",""
"Z900019612","80","ZTRM","2","2000-01-01 00:00:00","2029-12-31 23:59:59","H","1.46","","","","1","YC102","YQ100","2","0","0",""
"Z900019612","90","ZTRM","T1","2000-01-01 00:00:00","2029-12-31 23:59:59","H","1825","","","","1","YC102","YQ100","2","0","0",""
"Z900019612","100","ZTRM","K","2000-01-01 00:00:00","2029-12-31 23:59:59","H","0.73","","","","1","YC102","YQ100","2","0","0",""
"Z900019612","110","ZTRM","I","2000-01-01 00:00:00","2029-12-31 23:59:59","H","518.8986","","","","1","YC102","YQ100","2","0","0",""
"Z900019612","120","ZTRM","AG","2000-01-01 00:00:00","2029-12-31 23:59:59","H","0.7373","","","","1","YC102","YQ100","2","0","0",""
"Z900019612","130","ZTRM","PK","2000-01-01 00:00:00","2029-12-31 23:59:59","H","0.744848","","","","1","YC102","YQ100","2","0","0",""
"Z900004913","10","ZTRM","EUROBOB","2000-01-01 00:00:00","2027-04-16 23:59:59","1","","","BRG FOB RDAM_02","AVR","1","YC403","YQ403","2","0","0","PN"
"Z900004913","20","ZTRM","D1","2000-01-01 00:00:00","2027-04-16 23:59:59","E","277.4","","","","1","YC403","YQ403","2","0","0",""
"Z900004913","30","ZTRM","K","2000-01-01 00:00:00","2027-04-16 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC403","YC403","2","0","0","ZZ"
"Z900004913","40","ZTRM","TFAU","2000-01-01 00:00:00","2027-04-16 23:59:59","B","5154.6906","","","","1","YC403","YQ403","2","0","0",""
"Z900004913","50","ZTRM","K1","2000-01-01 00:00:00","2027-04-16 23:59:59","H","0.427999","","","","1","YC403","YQ403","2","0","0",""
"Z900004913","60","ZTRM","K2","2000-01-01 00:00:00","2027-04-16 23:59:59","H","0.219949","","","","1","YC403","YQ403","2","0","0",""
"Z900004913","70","ZTRM","D2","2000-01-01 00:00:00","2027-04-16 23:59:59","E","537.28","","","","1","YC403","YQ403","2","0","0",""
"Z900004913","80","ZTRM","FUEL_OIL_INDEX","2000-01-01 00:00:00","2027-04-16 23:59:59","1","","","ERIP_MOS_MZT_01","AV","1","YC403","YQ403","2","0","0","SP"
"Z900004913","90","ZTRM","A","2000-01-01 00:00:00","2027-04-16 23:59:59","H","730","","","","1","YC403","YQ403","2","0","0",""
"Z900004913","100","ZTRM","VAT","2000-01-01 00:00:00","2027-04-16 23:59:59","A","0.876","","","","1","YC403","YQ403","2","0","0",""
"Z900004913","110","ZTRM","P","2000-01-01 00:00:00","2027-04-16 23:59:59","D","17.374","","","","1","YC403","YQ403","2","0","0",""
"Z900004913","120","ZTRM","F","2000-01-01 00:00:00","2027-04-16 23:59:59","H","311.8341","","","","1","YC403","YQ403","2","0","0",""
"Z900004913","130","ZTRM","X","2000-01-01 00:00:00","2027-04-16 23:59:59","E","1808.9035","","","","1","YC403","YQ403","2","0","0",""
"Z900004916","10","ZTRM","EUROBOB","2000-01-01 00:00:00","2027-04-16 23:59:59","1","","","BRG FOB RDAM_02","AVR","1","YC403","YQ403","2","0","0","PN"
"Z900004916","20","ZTRM","D1","2000-01-01 00:00:00","2027-04-16 23:59:59","E","277.4","","","","1","YC403","YQ403","2","0","0",""
"Z900004916","30","ZTRM","K","2000-01-01 00:00:00","2027-04-16 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC403","YC403","2","0","0","ZZ"
"Z900004916","40","ZTRM","TFAU","2000-01-01 00:00:00","2027-04-16 23:59:59","B","5154.6906","","","","1","YC403","YQ403","2","0","0",""
"Z900004916","50","ZTRM","K1","2000-01-01 00:00:00","2027-04-16 23:59:59","H","0.586409","","","","1","YC403","YQ403","2","0","0",""
"Z900004916","60","ZTRM","K2","2000-01-01 00:00:00","2027-04-16 23:59:59","H","0.104828","","","","1","YC403","YQ403","2","0","0",""
"Z900004916","70","ZTRM","D2","2000-01-01 00:00:00","2027-04-16 23:59:59","E","541.66","","","","1","YC403","YQ403","2","0","0",""
"Z900004916","80","ZTRM","FUEL_OIL_INDEX","2000-01-01 00:00:00","2027-04-16 23:59:59","1","","","ERIP_MOS_MZT_01","AV","1","YC403","YQ403","2","0","0","SP"
"Z900004916","90","ZTRM","A","2000-01-01 00:00:00","2027-04-16 23:59:59","H","730","","","","1","YC403","YQ403","2","0","0",""
"Z900004916","100","ZTRM","VAT","2000-01-01 00:00:00","2027-04-16 23:59:59","A","0.876","","","","1","YC403","YQ403","2","0","0",""
"Z900004916","110","ZTRM","P","2000-01-01 00:00:00","2027-04-16 23:59:59","D","17.374","","","","1","YC403","YQ403","2","0","0",""
"Z900004916","130","ZTRM","F","2000-01-01 00:00:00","2027-04-16 23:59:59","H","172.74355","","","","1","YC403","YQ403","2","0","0",""
"Z900004916","140","ZTRM","X","2000-01-01 00:00:00","2027-04-16 23:59:59","E","1762.0667","","","","1","YC403","YQ403","2","0","0",""
"Z900004912","10","ZTRM","EUROBOB","2000-01-01 00:00:00","2027-04-16 23:59:59","1","","","BRG FOB RDAM_02","AVR","1","YC403","YQ403","2","0","0","PN"
"Z900004912","20","ZTRM","D1","2000-01-01 00:00:00","2027-04-16 23:59:59","E","255.5","","","","1","YC403","YQ403","2","0","0",""
"Z900004912","30","ZTRM","K","2000-01-01 00:00:00","2027-04-16 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC403","YC403","2","0","0","ZZ"
"Z900004912","40","ZTRM","TFAU","2000-01-01 00:00:00","2027-04-16 23:59:59","B","5179.2989","","","","1","YC403","YQ403","2","0","0",""
"Z900004912","50","ZTRM","VAT","2000-01-01 00:00:00","2027-04-16 23:59:59","A","0.876","","","","1","YC403","YQ403","2","0","0",""
"Z900004912","70","ZTRM","P","2000-01-01 00:00:00","2027-04-16 23:59:59","D","17.082","","","","1","YC403","YQ403","2","0","0",""
"Z900004912","80","ZTRM","D2","2000-01-01 00:00:00","2027-04-16 23:59:59","E","912.5","","","","1","YC403","YQ403","2","0","0",""
