"row_id","period","customer_asv","customer","mtr_nsi_code","mtr_nsi_name","contract","currency","forecast","country","region","market","client_id","client_name"
"1023422","2026-06-01 00:00:00","354065","CHEMCORE COMMODITIES FZCO","226814","Полипропилен, марка PP H030 GP/3, ТУ 2211-006-93911504-2015","Formula","USD","1572.5","Turkey","Ankara","Турция","CL-10328","Клиент 328"
"1023511","2026-06-01 00:00:00","16968","ООО ""КОНТИ""","226814","Полипропилен, марка PP H030 GP/3, ТУ 2211-006-93911504-2015","Formula","RUB","295.5","Russian Federation","Altay Territory","Россия","CL-10126","Клиент 126"
"1023520","2026-06-01 00:00:00","110026","ООО ""НОВА РОЛЛ - СТРЕЙЧ""","1382340","Полиэтилен, марка HD12443 FE ТУ 20.16.10-250-00203335-2022","Formula","RUB","968","Russian Federation","The Nizhniy Novgorod","Россия","CL-10008","Клиент 008"
"1023654","2026-06-01 00:00:00","6553","ООО ""ДИО ПЛАСТ""","1380972","Полипропилен, марка PP I013 GP/5 ТУ 20.16.51-136-05766801-2015","Formula","RUB","40.5","Belarus","Mogilevskaya oblast","Belarus","CL-10364","Клиент 364"
"1023656","2026-06-01 00:00:00","157957","ООО ""ПРИОРИТЕТ ГРУПП""","1353711","Полиэтилен 15303-003, пленочный, сорт высший, ГОСТ 16337-2022","Formula","RUB","20.25","Russian Federation","The Ryazan Area","Россия","CL-10101","Клиент 101"
"1023729","2026-06-01 00:00:00","6553","ООО ""ДИО ПЛАСТ""","1005972","Полиэтилен, марка HD 03580 SB ТУ 20.16.10-006-81060768-2018","Formula","RUB","20.25","Russian Federation","Krasnodar Territory","Россия","CL-10364","Клиент 364"
"1023900","2026-06-01 00:00:00","73084","ИП КОЗЛОВЦЕВ ВЛАДИМИР АРСЕНТЬЕВИЧ","1392438","Полиэтилен 15313-003, высший сорт (ТП) ГОСТ 16337-2022","Formula","RUB","135","Russian Federation","The Volgograd Area","Россия","CL-10379","Клиент 379"
"1023904","2026-06-01 00:00:00","6553","ООО ""ДИО ПЛАСТ""","1005972","Полиэтилен, марка HD 03580 SB ТУ 20.16.10-006-81060768-2018","Formula","RUB","20.25","Russian Federation","The Moscow Area","Россия","CL-10364","Клиент 364"
"1023913","2026-06-01 00:00:00","16968","ООО ""КОНТИ""","189539","Полипропилен, марка PP H030 GP/1 ТУ 2211-112-70353562-2015","Formula","RUB","90","Russian Federation","Altay Territory","Россия","CL-10126","Клиент 126"
"1023925","2026-06-01 00:00:00","11543","ООО ""ФАРМПЛАСТ""","226814","Полипропилен, марка PP H030 GP/3, ТУ 2211-006-93911504-2015","Formula","RUB","202.5","Russian Federation","The Samara Area","Россия","CL-10017","Клиент 017"
"1023949","2026-06-01 00:00:00","103741","ООО ""ФОЛИЕ""","1353711","Полиэтилен 15303-003, пленочный, сорт высший, ГОСТ 16337-2022","Formula","RUB","112.5","Russian Federation","The Vladimir Area","Россия","CL-10005","Клиент 005"
"1023977","2026-06-01 00:00:00","312279","CHEMICAL TRADING VIETNAM COMPANY LIMITED","226858","Полипропилен, марка SIBEX PP H043 FF/3, ТУ 2211-006-93911504-2015","Spot","USD","50","Vietnam","Hanoi","Вьетнам","CL-10269","Клиент 269"
"1024026","2026-06-01 00:00:00","12657","ООО ""ПЛАНЕТА-ЦЕНТР""","227402","Полипропилен, марка SIBEX PP H081 CF/2 ТУ 2211-002-14596232-2016","Formula","RUB","42.5","Russian Federation","The Omsk Area","Россия","CL-10039","Клиент 039"
"1024033","2026-06-01 00:00:00","296220","АО ""ТВВД""","1062983","Полипропилен, марка SIBEX PP R003 EX/3, ТУ 20.16.51-007-81060768-2018","Formula","RUB","472.5","Russian Federation","The Moscow Area","Россия","CL-10228","Клиент 228"
"1024237","2026-06-01 00:00:00","12657","ООО ""ПЛАНЕТА-ЦЕНТР""","1370836","Полипропилен, марка SIBEX PP R085 CF/5 ТУ 20.16.51-136-05766801-2015","Formula","RUB","171","Russian Federation","The Omsk Area","Россия","CL-10039","Клиент 039"
"1024245","2026-06-01 00:00:00","293683","ООО ""СТМ-РЕШЕНИЯ""","1005995","Полиэтилен, марка HD 80520 FE ТУ 20.16.10-006-81060768-2018","Spot","RUB","22","Russian Federation","Primorye Territory","Россия","CL-10221","Клиент 221"
"1024260","2026-06-01 00:00:00","157957","ООО ""ПРИОРИТЕТ ГРУПП""","1353711","Полиэтилен 15303-003, пленочный, сорт высший, ГОСТ 16337-2022","Formula","RUB","20.25","Russian Federation","The Tomsk Area","Россия","CL-10101","Клиент 101"
"1024316","2026-06-01 00:00:00","12657","ООО ""ПЛАНЕТА-ЦЕНТР""","227402","Полипропилен, марка SIBEX PP H081 CF/2 ТУ 2211-002-14596232-2016","Formula","RUB","42.5","Russian Federation","The Samara Area","Россия","CL-10039","Клиент 039"
"1024317","2026-06-01 00:00:00","12657","ООО ""ПЛАНЕТА-ЦЕНТР""","226827","Полипропилен, марка SIBEX PP H031 BF/3, ТУ 2211-006-93911504-2015","Formula","RUB","22.5","Russian Federation","The Omsk Area","Россия","CL-10039","Клиент 039"
"1024318","2026-06-01 00:00:00","12657","ООО ""ПЛАНЕТА-ЦЕНТР""","226827","Полипропилен, марка SIBEX PP H031 BF/3, ТУ 2211-006-93911504-2015","Formula","RUB","22.5","Russian Federation","The Samara Area","Россия","CL-10039","Клиент 039"
"1024319","2026-06-01 00:00:00","12657","ООО ""ПЛАНЕТА-ЦЕНТР""","1370836","Полипропилен, марка SIBEX PP R085 CF/5 ТУ 20.16.51-136-05766801-2015","Formula","RUB","64.125","Russian Federation","The Samara Area","Россия","CL-10039","Клиент 039"
"1024335","2026-06-01 00:00:00","6046","ООО ""ПЛАСТИК ДВ""","1005969","Полиэтилен, марка HD 10500 FE ТУ 20.16.10-006-81060768-2018","Spot","RUB","45","Russian Federation","Primorye Territory","Россия","CL-10360","Клиент 360"
"1024350","2026-06-01 00:00:00","115058","ООО ""ЛД ТАРА""","226814","Полипропилен, марка PP H030 GP/3, ТУ 2211-006-93911504-2015","Formula","RUB","100","Russian Federation","The Rostov Area","Россия","CL-10015","Клиент 015"
"1024433","2026-06-01 00:00:00","139258","ООО ""ЭКО-ПЛАСТ ДВ""","189539","Полипропилен, марка PP H030 GP/1 ТУ 2211-112-70353562-2015","Spot","RUB","15","Russian Federation","Primorye Territory","Россия","CL-10064","Клиент 064"
"1024485","2026-06-01 00:00:00","137966","ООО ""ПРИМОРСКОЕ СЕТЕВЯЗАЛЬНОЕ ПРОИЗВОДСТВО""","189539","Полипропилен, марка PP H030 GP/1 ТУ 2211-112-70353562-2015","Spot","RUB","45","Russian Federation","Primorye Territory","Россия","CL-10063","Клиент 063"
"1024496","2026-06-01 00:00:00","66829","ОАО ""СветлогорскХимволокно""","226814","Полипропилен, марка PP H030 GP/3, ТУ 2211-006-93911504-2015","Formula","RUB","450","Belarus","Minskaya oblast","Belarus","CL-10367","Клиент 367"
"1024531","2026-06-01 00:00:00","141688","ООО ""ДАНАФЛЕКС-АЛАБУГА""","1370836","Полипропилен, марка SIBEX PP R085 CF/5 ТУ 20.16.51-136-05766801-2015","Formula","RUB","22.5","Russian Federation","Tatarstan Republic","Россия","CL-10068","Клиент 068"
"1024534","2026-06-01 00:00:00","49300","ООО ""ДАНАФЛЕКС-НАНО""","1370836","Полипропилен, марка SIBEX PP R085 CF/5 ТУ 20.16.51-136-05766801-2015","Formula","RUB","247.5","Russian Federation","Tatarstan Republic","Россия","CL-10342","Клиент 342"
"1024549","2026-06-01 00:00:00","6151","ООО ""СЕКТОР БИ""","1005969","Полиэтилен, марка HD 10500 FE ТУ 20.16.10-006-81060768-2018","Spot","RUB","9","Russian Federation","Primorye Territory","Россия","CL-10361","Клиент 361"
"1024566","2026-06-01 00:00:00","268959","ООО ""ФЛЕКС ФИЛМС РУС""","227402","Полипропилен, марка SIBEX PP H081 CF/2 ТУ 2211-002-14596232-2016","Formula","RUB","440","Russian Federation","The Moscow Area","Россия","CL-10184","Клиент 184"
"1024567","2026-06-01 00:00:00","268959","ООО ""ФЛЕКС ФИЛМС РУС""","1370836","Полипропилен, марка SIBEX PP R085 CF/5 ТУ 20.16.51-136-05766801-2015","Formula","RUB","88","Russian Federation","The Moscow Area","Россия","CL-10184","Клиент 184"
"1024568","2026-06-01 00:00:00","17074","ООО ПКФ ""СИЛУЭТ""","1006121","Полипропилен, марка PP H030 GP/3, ТУ 20.16.51-007-81060768-2018","Formula","RUB","224","Russian Federation","Krasnoyarsk Territor","Россия","CL-10128","Клиент 128"
"1024589","2026-06-01 00:00:00","6553","ООО ""ДИО ПЛАСТ""","1380968","Полипропилен, марка SIBEX PP T082 IM/5 ТУ 20.16.51-136-05766801-2015","Formula","RUB","20.25","Russian Federation","Tatarstan Republic","Россия","CL-10364","Клиент 364"
"1024640","2026-06-01 00:00:00","121105","ООО ""ПОЛЕКС УРАЛ""","1063003","Полипропилен, марка SIBEX PP I452 IM/3, ТУ 20.16.51-007-81060768-2018","Formula","RUB","22.5","Russian Federation","Highlands-Altay Rep.","Россия","CL-10029","Клиент 029"
"1024686","2026-06-01 00:00:00","354065","CHEMCORE COMMODITIES FZCO","226953","Полипропилен, марка SIBEX PP H253 FF/3, ТУ 2211-006-93911504-2015","Formula","USD","2859","Turkey","Ankara","Турция","CL-10328","Клиент 328"
"1024700","2026-06-01 00:00:00","354065","CHEMCORE COMMODITIES FZCO","226847","Полипропилен, марка PP H040 GP/3, ТУ 2211-006-93911504-2015","Formula","USD","454.5","Turkey","Ankara","Турция","CL-10328","Клиент 328"
"1024701","2026-06-01 00:00:00","354065","CHEMCORE COMMODITIES FZCO","226867","Полипропилен, марка PP H060 GP/3, ТУ 2211-006-93911504-2015","Formula","USD","396","Turkey","Ankara","Турция","CL-10328","Клиент 328"
"1024704","2026-06-01 00:00:00","354065","CHEMCORE COMMODITIES FZCO","226955","Полипропилен, марка SIBEX PP H263 FF/3, ТУ 2211-006-93911504-2015","Formula","USD","2100","Turkey","Ankara","Турция","CL-10328","Клиент 328"
"1024706","2026-06-01 00:00:00","354065","CHEMCORE COMMODITIES FZCO","1005969","Полиэтилен, марка HD 10500 FE ТУ 20.16.10-006-81060768-2018","Formula","USD","349","Turkey","Ankara","Турция","CL-10328","Клиент 328"
"1024822","2026-06-01 00:00:00","260681","ООО ""ЗЕБРА ТОЙЗ""","1063003","Полипропилен, марка SIBEX PP I452 IM/3, ТУ 20.16.51-007-81060768-2018","Formula","RUB","66","Russian Federation","The Moscow Area","Россия","CL-10168","Клиент 168"
"1024837","2026-06-01 00:00:00","31215","ООО ""ДЕЛЬТА-ПАК""","1005969","Полиэтилен, марка HD 10500 FE ТУ 20.16.10-006-81060768-2018","Formula","RUB","90","Russian Federation","The Voronezh Area","Россия","CL-10268","Клиент 268"
"1024856","2026-06-01 00:00:00","77019","ООО ""ВАЛФ-РУС""","159861","Полипропилен, марка SIBEX PP R003 EX/1 ТУ 2211-112-70353562-2015","Formula","RUB","931.5","Russian Federation","The Nizhniy Novgorod","Россия","CL-10382","Клиент 382"
"1025044","2026-06-01 00:00:00","16068","ООО ""ЦЕНТРОПОЛИМЕР""","1382340","Полиэтилен, марка HD12443 FE ТУ 20.16.10-250-00203335-2022","Formula","RUB","59.4","Russian Federation","The Tver Area","Россия","CL-10107","Клиент 107"
"1025129","2026-06-01 00:00:00","295787","ООО ""КАСОН""","1062976","Полипропилен, марка SIBEX PP H031 BF/3 ТУ 20.16.51-007-81060768-2018","Formula","RUB","814","Russian Federation","The Tver Area","Россия","CL-10226","Клиент 226"
"1025420","2026-06-01 00:00:00","272896","ООО ""ХИМФОНД""","1005969","Полиэтилен, марка HD 10500 FE ТУ 20.16.10-006-81060768-2018","Formula","RUB","60.75","Russian Federation","Tatarstan Republic","Россия","CL-10191","Клиент 191"
"1025449","2026-06-01 00:00:00","295787","ООО ""КАСОН""","1062976","Полипропилен, марка SIBEX PP H031 BF/3 ТУ 20.16.51-007-81060768-2018","Formula","RUB","176","Russian Federation","The Tver Area","Россия","CL-10226","Клиент 226"
"1025488","2026-06-01 00:00:00","354065","CHEMCORE COMMODITIES FZCO","265063","Полипропилен, марка SIBEX PP H063 FF/3, ТУ 2211-006-93911504-2015","Formula","USD","2350","Turkey","Ankara","Турция","CL-10328","Клиент 328"
"1025727","2026-06-01 00:00:00","16068","ООО ""ЦЕНТРОПОЛИМЕР""","1392438","Полиэтилен 15313-003, высший сорт (ТП) ГОСТ 16337-2022","Formula","RUB","39.6","Russian Federation","The Chelyabinsk Area","Россия","CL-10107","Клиент 107"
"1025736","2026-06-01 00:00:00","157957","ООО ""ПРИОРИТЕТ ГРУПП""","1392438","Полиэтилен 15313-003, высший сорт (ТП) ГОСТ 16337-2022","Formula","RUB","39.6","Russian Federation","The Moscow Area","Россия","CL-10101","Клиент 101"
"1025752","2026-06-01 00:00:00","295149","ООО ""ПЛАСТПАК""","1392438","Полиэтилен 15313-003, высший сорт (ТП) ГОСТ 16337-2022","Formula","RUB","330","Russian Federation","The Moscow Area","Россия","CL-10223","Клиент 223"
"1025763","2026-06-01 00:00:00","14039","ООО ""ПОЛИТЭР""","1392438","Полиэтилен 15313-003, высший сорт (ТП) ГОСТ 16337-2022","Formula","RUB","19.8","Russian Federation","The Oryol Area","Россия","CL-10066","Клиент 066"
"1025820","2026-06-01 00:00:00","260681","ООО ""ЗЕБРА ТОЙЗ""","1380965","Полипропилен, марка SIBEX PP I452 IM/5 ТУ 20.16.51-136-05766801-2015","Formula","RUB","44","Russian Federation","The Moscow Area","Россия","CL-10168","Клиент 168"
"1025847","2026-06-01 00:00:00","157957","ООО ""ПРИОРИТЕТ ГРУПП""","1392438","Полиэтилен 15313-003, высший сорт (ТП) ГОСТ 16337-2022","Formula","RUB","39.6","Russian Federation","The Vladimir Area","Россия","CL-10101","Клиент 101"
"1025942","2026-06-01 00:00:00","12657","ООО ""ПЛАНЕТА-ЦЕНТР""","1883994","Полипропилен, марка PP H085 CF/8, ТУ 20.16.51-001-76332549-2016","Formula","RUB","154","Russian Federation","The Samara Area","Россия","CL-10039","Клиент 039"
"1025943","2026-06-01 00:00:00","12657","ООО ""ПЛАНЕТА-ЦЕНТР""","1883994","Полипропилен, марка PP H085 CF/8, ТУ 20.16.51-001-76332549-2016","Formula","RUB","440","Russian Federation","The Omsk Area","Россия","CL-10039","Клиент 039"
"1026046","2026-06-01 00:00:00","6553","ООО ""ДИО ПЛАСТ""","226936","Полипропилен, марка PP H250 GP/3, ТУ 2211-006-93911504-2015","Formula","RUB","40.5","Russian Federation","The Smolensk Area","Россия","CL-10364","Клиент 364"
"1026054","2026-06-01 00:00:00","6553","ООО ""ДИО ПЛАСТ""","1005972","Полиэтилен, марка HD 03580 SB ТУ 20.16.10-006-81060768-2018","Formula","RUB","20.25","Russian Federation","Highlands-Altay Rep.","Россия","CL-10364","Клиент 364"
"1026058","2026-06-01 00:00:00","6553","ООО ""ДИО ПЛАСТ""","1005972","Полиэтилен, марка HD 03580 SB ТУ 20.16.10-006-81060768-2018","Formula","RUB","20.25","Russian Federation","The Nizhniy Novgorod","Россия","CL-10364","Клиент 364"
"1026255","2026-06-01 00:00:00","296051","ТОО ""Торгстрой""","1005972","Полиэтилен, марка HD 03580 SB ТУ 20.16.10-006-81060768-2018","Formula","RUB","81","Kazakhstan","Astana","Kazakhstan","CL-10227","Клиент 227"
"1026399","2026-06-01 00:00:00","333929","ООО ""УПАКОВКА И СЕРВИС""","1353711","Полиэтилен 15303-003, пленочный, сорт высший, ГОСТ 16337-2022","Spot","RUB","1.5","Russian Federation","Khabarovsk Territory","Россия","CL-10298","Клиент 298"
"1026456","2026-06-01 00:00:00","6553","ООО ""ДИО ПЛАСТ""","1006121","Полипропилен, марка PP H030 GP/3, ТУ 20.16.51-007-81060768-2018","Formula","RUB","20.25","Russian Federation","The Belgorod Area","Россия","CL-10364","Клиент 364"
"1026488","2026-06-01 00:00:00","235668","ИП ШИШКИН АЛЕКСАНДР БРОНИСЛАВОВИЧ","1232999","Полипропилен, марка PP H030 GP/7 СТ ТОО 50391885-01-2022","Formula","RUB","405","Russian Federation","The Yaroslavl Area","Россия","CL-10158","Клиент 158"
"1026503","2026-06-01 00:00:00","12828","ООО ""МАРТИКА""","144799","Полипропилен, марка SIBEX PP H451 IM/1 ТУ 2211-112-70353562-2015","Formula","RUB","33","Russian Federation","Altay Territory","Россия","CL-10045","Клиент 045"
"1026608","2026-06-01 00:00:00","228449","ООО ПК ""СЕНТОЗА""","226814","Полипропилен, марка PP H030 GP/3, ТУ 2211-006-93911504-2015","Formula","RUB","66","Russian Federation","Altay Territory","Россия","CL-10150","Клиент 150"
"1026699","2026-06-01 00:00:00","6553","ООО ""ДИО ПЛАСТ""","227440","Полипропилен, марка SIBEX PP H552 IM/2 ТУ 2211-002-14596232-2016","Formula","RUB","9","Russian Federation","The Samara Area","Россия","CL-10364","Клиент 364"
"1026703","2026-06-01 00:00:00","6553","ООО ""ДИО ПЛАСТ""","1005972","Полиэтилен, марка HD 03580 SB ТУ 20.16.10-006-81060768-2018","Formula","RUB","40.5","Russian Federation","The Vladimir Area","Россия","CL-10364","Клиент 364"
"1026805","2026-06-01 00:00:00","157957","ООО ""ПРИОРИТЕТ ГРУПП""","1382340","Полиэтилен, марка HD12443 FE ТУ 20.16.10-250-00203335-2022","Formula","RUB","19.8","Russian Federation","Krasnodar Territory","Россия","CL-10101","Клиент 101"
"1026839","2026-06-01 00:00:00","157957","ООО ""ПРИОРИТЕТ ГРУПП""","1392438","Полиэтилен 15313-003, высший сорт (ТП) ГОСТ 16337-2022","Formula","RUB","20","Russian Federation","The Tver Area","Россия","CL-10101","Клиент 101"
"1026840","2026-06-01 00:00:00","157957","ООО ""ПРИОРИТЕТ ГРУПП""","1353711","Полиэтилен 15303-003, пленочный, сорт высший, ГОСТ 16337-2022","Formula","RUB","40.5","Russian Federation","The Vladimir Area","Россия","CL-10101","Клиент 101"
"1026841","2026-06-01 00:00:00","157957","ООО ""ПРИОРИТЕТ ГРУПП""","1353711","Полиэтилен 15303-003, пленочный, сорт высший, ГОСТ 16337-2022","Formula","RUB","20.25","Russian Federation","Dagestan Republic","Россия","CL-10101","Клиент 101"
"1026842","2026-06-01 00:00:00","157957","ООО ""ПРИОРИТЕТ ГРУПП""","1353711","Полиэтилен 15303-003, пленочный, сорт высший, ГОСТ 16337-2022","Formula","RUB","20.25","Russian Federation","The Oryol Area","Россия","CL-10101","Клиент 101"
"1026843","2026-06-01 00:00:00","157957","ООО ""ПРИОРИТЕТ ГРУПП""","1353711","Полиэтилен 15303-003, пленочный, сорт высший, ГОСТ 16337-2022","Formula","RUB","60.75","Russian Federation","The Moscow Area","Россия","CL-10101","Клиент 101"
"1026927","2026-06-01 00:00:00","350001","ТЕХНИЧЕСКИЙ КЛИЕНТ СПОТ SI","226834","Полипропилен, марка SIBEX PP H033 FF/3, ТУ 2211-006-93911504-2015","Spot","USD","300","Vietnam","Hanoi","Вьетнам","CL-10319","Клиент 319"
"1027294","2026-06-01 00:00:00","316899","ООО ""КАМЕНСКХИМВОЛОКНО""","226953","Полипропилен, марка SIBEX PP H253 FF/3, ТУ 2211-006-93911504-2015","Formula","RUB","45","Russian Federation","The Rostov Area","Россия","CL-10275","Клиент 275"
"1027442","2026-06-01 00:00:00","354065","CHEMCORE COMMODITIES FZCO","1884011","Полипропилен, марка PP H253 FF/8, ТУ 20.16.51-001-76332549-2016","Formula","USD","2895.75","Turkey","Ankara","Турция","CL-10328","Клиент 328"
"1027530","2026-06-01 00:00:00","11543","ООО ""ФАРМПЛАСТ""","226814","Полипропилен, марка PP H030 GP/3, ТУ 2211-006-93911504-2015","Formula","RUB","40.5","Russian Federation","The Novosibirsk Area","Россия","CL-10017","Клиент 017"
"1027568","2026-06-01 00:00:00","299812","ООО ""ТЕКСУПАК""","1006121","Полипропилен, марка PP H030 GP/3, ТУ 20.16.51-007-81060768-2018","Formula","RUB","90","Russian Federation","The Novosibirsk Area","Россия","CL-10250","Клиент 250"
"1027986","2026-06-01 00:00:00","6668","ООО ""ЗИОН""","1006121","Полипропилен, марка PP H030 GP/3, ТУ 20.16.51-007-81060768-2018","Formula","RUB","90","Russian Federation","Krasnoyarsk Territor","Россия","CL-10366","Клиент 366"
"1028255","2026-06-01 00:00:00","295741","ООО ""Ковры Кайраккума""","226953","Полипропилен, марка SIBEX PP H253 FF/3, ТУ 2211-006-93911504-2015","Spot","RUB","171","Tajikistan","Tajikistan region","Таджикистан","CL-10225","Клиент 225"
"1028318","2026-06-01 00:00:00","340839","ООО ""ПОЛИМЕР ВОСТОК""","189539","Полипропилен, марка PP H030 GP/1 ТУ 2211-112-70353562-2015","Spot","RUB","45","Russian Federation","Primorye Territory","Россия","CL-10306","Клиент 306"
"1028373","2026-06-01 00:00:00","84069","ООО ПК ""АГРО-ИНДУСТРИЯ""","189539","Полипропилен, марка PP H030 GP/1 ТУ 2211-112-70353562-2015","Formula","RUB","202.5","Russian Federation","Altay Territory","Россия","CL-10389","Клиент 389"
"1028473","2026-06-01 00:00:00","157957","ООО ""ПРИОРИТЕТ ГРУПП""","1392438","Полиэтилен 15313-003, высший сорт (ТП) ГОСТ 16337-2022","Formula","RUB","19.8","Russian Federation","The Ryazan Area","Россия","CL-10101","Клиент 101"
"1028474","2026-06-01 00:00:00","157957","ООО ""ПРИОРИТЕТ ГРУПП""","1392438","Полиэтилен 15313-003, высший сорт (ТП) ГОСТ 16337-2022","Formula","RUB","39.6","Russian Federation","The Ulyanovsk Area","Россия","CL-10101","Клиент 101"
"1028819","2026-06-01 00:00:00","12787","АО ""СОСНОВСКАГРОПРОМТЕХНИКА""","1062971","Полипропилен, марка SIBEX PP I003 EX/3, ТУ 20.16.51-007-81060768-2018","Spot","RUB","45","Russian Federation","The Nizhniy Novgorod","Россия","CL-10043","Клиент 043"
"1028854","2026-06-01 00:00:00","12570","ООО ""АПО АЛЕКО-ПОЛИМЕРЫ""","1232999","Полипропилен, марка PP H030 GP/7 СТ ТОО 50391885-01-2022","Formula","RUB","202.5","Russian Federation","The Rostov Area","Россия","CL-10035","Клиент 035"
"1028925","2026-06-01 00:00:00","128627","ООО ""МЕТАПЛАСТ""","1006121","Полипропилен, марка PP H030 GP/3, ТУ 20.16.51-007-81060768-2018","Spot","RUB","13.5","Russian Federation","The Rostov Area","Россия","CL-10047","Клиент 047"
"1029091","2026-06-01 00:00:00","12570","ООО ""АПО АЛЕКО-ПОЛИМЕРЫ""","226814","Полипропилен, марка PP H030 GP/3, ТУ 2211-006-93911504-2015","Formula","RUB","202.5","Russian Federation","The Rostov Area","Россия","CL-10035","Клиент 035"
"1029881","2026-06-01 00:00:00","356862","ООО ""ФЛИНТПРОМ""","226814","Полипропилен, марка PP H030 GP/3, ТУ 2211-006-93911504-2015","Formula","RUB","67.5","Russian Federation","The Yaroslavl Area","Россия","CL-10331","Клиент 331"
"1030173","2026-06-01 00:00:00","318972","ООО ""АДРИАНО""","226936","Полипропилен, марка PP H250 GP/3, ТУ 2211-006-93911504-2015","Formula","RUB","42.5","Russian Federation","The Moscow Area","Россия","CL-10277","Клиент 277"
"1030344","2026-06-01 00:00:00","157957","ООО ""ПРИОРИТЕТ ГРУПП""","1353711","Полиэтилен 15303-003, пленочный, сорт высший, ГОСТ 16337-2022","Formula","RUB","20.25","Russian Federation","The Rostov Area","Россия","CL-10101","Клиент 101"
"1030346","2026-06-01 00:00:00","157957","ООО ""ПРИОРИТЕТ ГРУПП""","1392438","Полиэтилен 15313-003, высший сорт (ТП) ГОСТ 16337-2022","Formula","RUB","19.8","Russian Federation","The Tomsk Area","Россия","CL-10101","Клиент 101"
"1030542","2026-06-01 00:00:00","345401","ТЕХНИЧЕСКИЙ КЛИЕНТ СПОТ РФ СНГ","1353711","Полиэтилен 15303-003, пленочный, сорт высший, ГОСТ 16337-2022","Spot","RUB","22.5","Russian Federation","The Amur Area","Россия","CL-10310","Клиент 310"
"1030543","2026-06-01 00:00:00","345401","ТЕХНИЧЕСКИЙ КЛИЕНТ СПОТ РФ СНГ","1005969","Полиэтилен, марка HD 10500 FE ТУ 20.16.10-006-81060768-2018","Spot","RUB","24.75","Russian Federation","The Amur Area","Россия","CL-10310","Клиент 310"
"1031251","2026-06-01 00:00:00","296220","АО ""ТВВД""","226814","Полипропилен, марка PP H030 GP/3, ТУ 2211-006-93911504-2015","Formula","RUB","22","Russian Federation","The Moscow Area","Россия","CL-10228","Клиент 228"
"1031798","2026-06-01 00:00:00","157957","ООО ""ПРИОРИТЕТ ГРУПП""","1353711","Полиэтилен 15303-003, пленочный, сорт высший, ГОСТ 16337-2022","Formula","RUB","20","Russian Federation","The Vologda Area","Россия","CL-10101","Клиент 101"
"1032221","2026-06-01 00:00:00","286609","АО ""АБ ИНБЕВ ЭФЕС""","1392438","Полиэтилен 15313-003, высший сорт (ТП) ГОСТ 16337-2022","Formula","RUB","176","Russian Federation","Tatarstan Republic","Россия","CL-10210","Клиент 210"
"1032223","2026-06-01 00:00:00","17074","ООО ПКФ ""СИЛУЭТ""","1006121","Полипропилен, марка PP H030 GP/3, ТУ 20.16.51-007-81060768-2018","Formula","RUB","400","Russian Federation","The Yaroslavl Area","Россия","CL-10128","Клиент 128"
"1032243","2026-06-01 00:00:00","316899","ООО ""КАМЕНСКХИМВОЛОКНО""","226858","Полипропилен, марка SIBEX PP H043 FF/3, ТУ 2211-006-93911504-2015","Formula","RUB","22.5","Russian Federation","The Rostov Area","Россия","CL-10275","Клиент 275"
"1032247","2026-06-01 00:00:00","12281","ООО ""ПОЛИПЛЕКС""","1005972","Полиэтилен, марка HD 03580 SB ТУ 20.16.10-006-81060768-2018","Formula","RUB","45","Russian Federation","Highlands-Altay Rep.","Россия","CL-10032","Клиент 032"
"1032258","2026-06-01 00:00:00","49300","ООО ""ДАНАФЛЕКС-НАНО""","227402","Полипропилен, марка SIBEX PP H081 CF/2 ТУ 2211-002-14596232-2016","Formula","RUB","220","Russian Federation","Tatarstan Republic","Россия","CL-10342","Клиент 342"
"1032306","2026-06-01 00:00:00","154695","ООО ""УМЕЛЕЦ""","159861","Полипропилен, марка SIBEX PP R003 EX/1 ТУ 2211-112-70353562-2015","Formula","RUB","202.5","Russian Federation","The Penza Area","Россия","CL-10092","Клиент 092"
"1032308","2026-06-01 00:00:00","26820","ООО ""ПРОМЫШЛЕННАЯ УПАКОВКА ШАХТЫ""","226814","Полипропилен, марка PP H030 GP/3, ТУ 2211-006-93911504-2015","Formula","RUB","123.6","Russian Federation","The Rostov Area","Россия","CL-10181","Клиент 181"
"1032325","2026-06-01 00:00:00","141688","ООО ""ДАНАФЛЕКС-АЛАБУГА""","227402","Полипропилен, марка SIBEX PP H081 CF/2 ТУ 2211-002-14596232-2016","Formula","RUB","63.75","Russian Federation","Tatarstan Republic","Россия","CL-10068","Клиент 068"
"1032339","2026-06-01 00:00:00","293683","ООО ""СТМ-РЕШЕНИЯ""","1005969","Полиэтилен, марка HD 10500 FE ТУ 20.16.10-006-81060768-2018","Spot","RUB","60","Russian Federation","Primorye Territory","Россия","CL-10221","Клиент 221"
"1032398","2026-06-01 00:00:00","35306","ИП КУРИЛО СЕРГЕЙ ИВАНОВИЧ","1005969","Полиэтилен, марка HD 10500 FE ТУ 20.16.10-006-81060768-2018","Spot","RUB","45","Russian Federation","Republ.of Buryatia","Россия","CL-10324","Клиент 324"
"1032402","2026-06-01 00:00:00","132210","ООО ""ЛАММИН""","159861","Полипропилен, марка SIBEX PP R003 EX/1 ТУ 2211-112-70353562-2015","Formula","RUB","180","Russian Federation","The Vladimir Area","Россия","CL-10052","Клиент 052"
