"hname","code_nsi","V_MTR_name","mtr_pf_name_lvl_2","mtr_pf_name_lvl_3","tlevel","datuv","datub","leaf"
"MT00000047","998724","Полиэтилентерефталат T (гранулят) ТУ 20.16.40-013-55588670-2019","ПЭТФ","ПЭТФ Целевые марки","02","1900-01-01","9999-12-31","X"
"MT00000047","1616232","Полиэтилентерефталат (гранулят) марка HC ТУ 2226-001-55588670-2007","ПЭТФ","ПЭТФ Целевые марки","02","1900-01-01","9999-12-31","X"
"MT00000081","189537","Полипропилен, марка PP H040 GP/1 ТУ 2211-112-70353562-2015","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","227402","Полипропилен, марка SIBEX PP H081 CF/2 ТУ 2211-002-14596232-2016","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","227440","Полипропилен, марка SIBEX PP H552 IM/2 ТУ 2211-002-14596232-2016","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","1380950","Полипропилен, марка SIBEX PP R064 AS/5 ТУ 20.16.51-136-05766801-2015","ПП","ПП Статсополимер (Рандом)","02","1900-01-01","9999-12-31","X"
"MT00000081","1182931","***Полипропилен, марка PP 8348P ТУ 20.16.51-136-05766801-2015","ПП","ПП Прочие","02","1900-01-01","9999-12-31","X"
"MT00000081","1380963","Полипропилен, марка SIBEX PP I212 IM/5 ТУ 20.16.51-136-05766801-2015","ПП","ПП Блоксополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","1380964","Полипропилен, марка SIBEX PP I302 IM/5 ТУ 20.16.51-136-05766801-2015","ПП","ПП Блоксополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","1062971","Полипропилен, марка SIBEX PP I003 EX/3, ТУ 20.16.51-007-81060768-2018","ПП","ПП Блоксополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","1705637","Полипропилен, марка PP I013 GP/3 ТУ 20.16.51-007-81060768-2018","ПП","ПП Блоксополимер","02","1900-01-01","9999-12-31","X"
"MT00000105","344312","Полиэтилен 15303-003, пленочный, сорт высший, ГОСТ 16337-77","ПЭ","ПЭНП","02","1900-01-01","9999-12-31","X"
"MT00000107","1062985","Полипропилен, марка SIBEX PP H270 FF/3 ТУ 20.16.51-007-81060768-2018","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000109","1883996","Полипропилен, марка PP H120 GP/8, ТУ 20.16.51-001-76332549-2016","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00001050","1382340","Полиэтилен, марка HD12443 FE ТУ 20.16.10-250-00203335-2022","ПЭ","ПЭВП","02","1900-01-01","9999-12-31","X"
"MT00002015","188630","Полистирол вспенивающийся ""АЛЬФАПОР"" ПСВ, тип LP-STD, марка 710, ТС-СХП-12/2020","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
"MT00002015","188723","Полистирол вспенивающийся ""АЛЬФАПОР"" ПСВ, тип STD, марка 532, ТС-СХП-13/2020","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
"MT00002015","188629","Полистирол вспенивающийся ""АЛЬФАПОР"" ПСВ, тип LP-STD, марка 610, ТС-СХП-12/2020","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
"MT00002015","687267","Полистирол вспенивающийся ""АЛЬФАПОР"" ПСВ, тип SE, марка 701, ТУ 2214-019-53505711-2010","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
"MT00002015","1905166","Полистирол ПСВ, марка 501Т, ТС-СХП-024-2025","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
"MT0002006","462872","Полистирол вспенивающийся ""АЛЬФАПОР"" тип SE марка 91, ТУ 2214-019-53505711-2010","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
"MT0002006","1264472","Полистирол, марка 40FE ТУ 20.16.20-224-05766801-2020","Полистирол","ПСОН","02","1900-01-01","9999-12-31","X"
"MT00085613","495295","Термоэластопласт бутадиен-стирольный СБС Л30-01А/SBS L30-01A, гранулы, б/б 0,5 ТУ 2294-018-00148889-2013","ТЭП","Термоэластопласты","02","1900-01-01","9999-12-31","X"
"MT99999992","1464690","Абсорбент 50/370 марка Б, ТУ 20.14.11-244-05766801-2020 изм.2","Прочие топливо и топливные добавки","Абсорбент","02","1900-01-01","9999-12-31","X"
"MT99999992","1372179","Фракция фенолосодержащая жидкая, ТУ 20.14.24-255-00203335-2023","Прочие продукты нефтехимии","Прочие продукты нефтехимии","02","1900-01-01","9999-12-31","X"
"MT99999992","1264426","АБС-пластик, марка ABS 0646 ТУ 2214-159-05766801-2011","Пластики","АБС пластик","02","1900-01-01","9999-12-31","X"
"MT99999992","1234709","Кислота полиакриловая нейтрализованная Альфапол, марка Н ТУ 20.16.53-005-76655100-2022","Прочие продукты нефтехимии","Прочие продукты нефтехимии","02","1900-01-01","9999-12-31","X"
"MT99999992","1182589","Полистирол ТП, марка А ТУ 20.16.20-195-05766801-2016","Полистирол","ПСОН","02","1900-01-01","9999-12-31","X"
"MT99999992","841136","Абсорбент А-2 тяжелый, марка К, ТУ 2411-010-48158319-2000","Прочие топливо и топливные добавки","Абсорбент А-2","02","1900-01-01","9999-12-31","X"
"MT99999992","830245","Полиэтилентерефталат (литьевой) ТУ 2226-009-55588670-2014","ПЭТФ","ПЭТФ Прочие","02","1900-01-01","9999-12-31","X"
"MT99999992","786651","Смола пиролизная тяжелая, марка А, ТУ 2451-183-72042240-2013","Прочие топливо и топливные добавки","ТСП","02","1900-01-01","9999-12-31","X"
"MT99999992","680043","Пироконденсат, марка B, ТУ 2451-096-70353562-2008","Прочие топливо и топливные добавки","Пироконденсат","02","1900-01-01","9999-12-31","X"
"MT99999992","546203","Раствор уксусной кислоты ТУ 20.14.32-058-52470175-2018","Прочие полуфабрикаты","Кислота уксусная","02","1900-01-01","9999-12-31","X"
"MT99999992","428761","Газ несконденсированный (абгаз), техрегламент №1-04","Прочие топливо и топливные добавки","Газ топливный АБГАЗ","02","1900-01-01","9999-12-31","X"
"MT99999992","401079","Фракция изобутан-изобутиленовая (90%) ТТ 03-11","Прочие полуфабрикаты","ИИФ","02","1900-01-01","9999-12-31","X"
"MT99999992","991310","Термоэластопласты бутадиен-стирольные маслонаполненные СБС РП 8361(N)/SBS RP 8361(N), гранулы, мешок ТУ 20.17.10-029-00148889-2019","ТЭП","Термоэластопласты","02","1900-01-01","9999-12-31","X"
"MT99999992","164195","Полиэтилентерефталат (гранулят) категорированный, марка B ТУ 2226-012-39989731-2011","ПЭТФ","ПЭТФ Прочие","02","1900-01-01","9999-12-31","X"
"MT99999992","408965","Концентрат спиртово-эфирный, марка А, ТУ 2422-012-53505711-2005","Прочие топливо и топливные добавки","Спирто-эфирный концентрат","02","1900-01-01","9999-12-31","X"
"MT99999992","653996","Бензол нефтехимический, сорт высший ГОСТ Р 58415-2019","Бензол","Бензол","02","1900-01-01","9999-12-31","X"
"MT99999992","651653","Эфир монометаллиловый полиэтиленгликоля МЭПЭГ-3500 ТУ 20.14.63-006-25604727-2018","Прочие продукты нефтехимии","Прочие продукты нефтехимии","02","1900-01-01","9999-12-31","X"
"MT99999992","1182591","Полистирол некондиционный спецификация № 273642","Полистирол","ПСОН","02","1900-01-01","9999-12-31","X"
"MT00000047","1189696","ПЭТФ (ПЭТ) голубой/прозрачный (бутылка)","Прочие продукты нефтехимии","Прочие продукты нефтехимии","02","1900-01-01","9999-12-31","X"
"MT00000047","314845","Полиэтилентерефталат ВВ (гранулят), марка Б ТУ 20.16.40-011-55588670-2018","ПЭТФ","ПЭТФ Прочие","02","1900-01-01","9999-12-31","X"
"MT00000047","1778271","Полиэтилентерефталат YISHENG DAHUA PETROCHEMICAL YS-W01","ПЭТФ","ПЭТФ Прочие","02","1900-01-01","9999-12-31","X"
"MT00000081","159861","Полипропилен, марка SIBEX PP R003 EX/1 ТУ 2211-112-70353562-2015","ПП","ПП Статсополимер (Рандом)","02","1900-01-01","9999-12-31","X"
"MT00000081","226152","Полипропилен, марка SIBEX PP H031 BF/2 ТУ 2211-002-14596232-2016","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","1006165","***Полипропилен, марка PP I452 IM/3 ТУ 20.16.51-007-81060768-2018","ПП","ПП Блоксополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","1007279","Полипропилен, марка PP I450 GP/3 ТУ 20.16.51-007-81060768-2018","ПП","ПП Блоксополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","1380968","Полипропилен, марка SIBEX PP T082 IM/5 ТУ 20.16.51-136-05766801-2015","ПП","ПП Блоксополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","1807389","Полипропилен, марка SIBEX PP T015 EX/5 ТС НКНХ-040-2024","ПП","ПП Блоксополимер","02","1900-01-01","9999-12-31","X"
"MT00000105","1188962","***Полиэтилен 15313-003, сорт высший, (ТП) ГОСТ 16337-77 К АРХИВИРОВАНИЮ","ПЭ","ПЭНП","02","1900-01-01","9999-12-31","X"
"MT00000107","211771","Полипропилен, марка Полиом PP H270 FF, ТУ 20.16.51-001-76332549-2016","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000107","189529","Полипропилен, марка PP H270 GP/1 ТУ 2211-112-70353562-2015","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000107","739850","Полипропилен, марка PP H250 GP/2 ТУ 2211-001-14596232-2012","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000110","227412","Полипропилен, марка SIBEX PP H253 FF/2 ТУ 2211-002-14596232-2016","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000110","226955","Полипропилен, марка SIBEX PP H263 FF/3, ТУ 2211-006-93911504-2015","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000110","226957","Полипропилен, марка SIBEX PP H270 FF/3, ТУ 2211-006-93911504-2015","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00001050","606961","Полиэтилен, марка HD 80520 FE, пробная партия ТУ 20.16.10-006-81060768-2018","ПЭ","ПЭВП","02","1900-01-01","9999-12-31","X"
"MT00001050","370417","Полиэтилен 293-285Д ТУ 2243-127-00203335-2000","ПЭ","ПЭВП","02","1900-01-01","9999-12-31","X"
"MT00002015","947006","Полистирол вспенивающийся ПСВ, тип LP-STD, марка 250, ТС-СХП-08/2019","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
"MT00002015","188577","Полистирол вспенивающийся ""АЛЬФАПОР"" ПСВ, тип LP-STD, марка 210, ТС-СХП-12/2020","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
"MT00002015","430608","Полистирол вспенивающийся ""АЛЬФАПОР"" ПСВ, тип SE, марка 601, ТУ 2214-019-53505711-2010","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
"MT00002015","1905171","Полистирол ПСВ, марка 701Т, ТС-СХП-024-2025","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
"MT00002015","462875","Полистирол вспенивающийся ""АЛЬФАПОР"" тип SE марка MIX, ТУ 2214-019-53505711-2010","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
"MT0002006","1563478","Полистирол (загрязненный)","Полистирол","ПСОН","02","1900-01-01","9999-12-31","X"
"MT99999992","1182289","Фракция пипериленовая, марка А ТУ 2411-017-05766801-2005","Прочие продукты нефтехимии","ЖМУФ прочие","02","1900-01-01","9999-12-31","X"
"MT99999992","1362152","Полиэфир простой ПЭГ-400 ТУ 20.16.40-255-05766801-2022","Гликоли","ПЭГ","02","1900-01-01","9999-12-31","X"
"MT99999992","1227762","Фракция пропиленовая, марка Б СТО 68699968-001-2014","Пропилен","Пропилен и фракция пропиленовая","02","1900-01-01","9999-12-31","X"
"MT99999992","1207311","Бисфенол А, марка С (Дифенилолпропан) ТУ 20.14.24-248-00203335-2022","Бисфенол А","Бисфенол А","02","1900-01-01","9999-12-31","X"
"MT99999992","1184699","***Отход производства поликарбонатов, марка Д ТУ 2226-186-00203335-2009","Поликарбонаты","Поликарбонаты","02","1900-01-01","9999-12-31","X"
"MT99999992","1184676","Бисфенол А, марка ВЧ (Дифенилолпропан) ТУ 2423-172-00203335-2007","Бисфенол А","Бисфенол А","02","1900-01-01","9999-12-31","X"
"MT99999992","1184558","Фракция изобутиленовая, марка А, ТУ 20.14.11-027-81060768-2022","Изобутилен","К изобутилен","02","1900-01-01","9999-12-31","X"
"MT99999992","1182082","Флотореагент-оксаль марка Т-92 осветленный спецификация № 329074","Прочие продукты нефтехимии","Флотореагент-оксаль","02","1900-01-01","9999-12-31","X"
"MT99999992","721369","Полиэтилентерефталат аморфный категорированный, гранулят, категория 2 ТУ 2226-013-39989731-2011","ПЭТФ","ПЭТФ Прочие","02","1900-01-01","9999-12-31","X"
"MT99999992","460472","Полипропилен атактический брикетированный ТУ 2211-001-89007331-2011","ПП","ПП Прочие","02","1900-01-01","9999-12-31","X"
"MT99999992","164205","Полиэтилентерефталат (гранулят) категорированный, марка C ТУ 2226-012-39989731-2011","ПЭТФ","ПЭТФ Прочие","02","1900-01-01","9999-12-31","X"
"MT99999992","1046019","Смола пиролизная тяжелая ТУ 20.59.59-015-81060768-2019","Прочие топливо и топливные добавки","ТСП","02","1900-01-01","9999-12-31","X"
"MT99999992","459180","Полипропилен атактический АПП, расплав ТУ 2211-056-70353562-2008","Прочие продукты нефтехимии","Полимеры прочие","02","1900-01-01","9999-12-31","X"
"MT99999992","953779","Этилбензол технический, сорт высший, ГОСТ 9385-2013","Прочие полуфабрикаты","Этилбензол","02","1900-01-01","9999-12-31","X"
"MT99999992","380024","Полиэтилентерефталат аморфный (гранулят), ПЭТФ-А-70, ТУ 2226-002-55588670-2007","ПЭТФ","ПЭТФ Прочие","02","1900-01-01","9999-12-31","X"
"MT99999992","1617434","Пироконденсат гидростабилизированный, нефтяной, сорт третий ТУ 20.59.59-007-68699968-2020","Прочие топливо и топливные добавки","Фракция C9","02","1900-01-01","9999-12-31","X"
"MT99999992","1182659","***Тетрамеры пропилена спецификация № 373697","Прочие продукты нефтехимии","Олигомеры пропилена","02","1900-01-01","9999-12-31","X"
"MT99999992","1402493","Пироконденсат гидростабилизированный нефтяной, фракция С9 ТУ 2415-004-05766801-2003","Прочие топливо и топливные добавки","Фракция C9","02","1900-01-01","9999-12-31","X"
"MT99999992","1184675","Бисфенол А, марка АП (Дифенилолпропан) ТУ 2423-172-00203335-2007","Бисфенол А","Бисфенол А","02","1900-01-01","9999-12-31","X"
"MT99999992","338747","***Моноалкилфенолы на основе тримеров пропилена ТУ 38.602-09-20-91","Прочие продукты нефтехимии","Моноалкилфенолы","02","1900-01-01","9999-12-31","X"
"MT99999992","1182286","Дициклопентадиен, марка Э спецификация № 204045","Прочие продукты нефтехимии","Мономеры прочие","02","1900-01-01","9999-12-31","X"
"MT99999992","1566390","Сода кальцинированная, раствор ТУ 2131-148-05766801-2008","Прочие продукты нефтехимии","Сода кальцинированная","02","1900-01-01","9999-12-31","X"
"MT99999992","1148525","Фракция цветные хлопья ПЭТ 19169-02-ИОС7","ПЭТФ","Хлопья ПЭТ","02","1900-01-01","9999-12-31","X"
"MT99999992","1396289","Полиэтилентерефталат VIVILEN категорированный, категория 1, ТУ 20.16.40-025-39989731-2023","ПЭТФ","ПЭТФ Прочие","02","1900-01-01","9999-12-31","X"
"MT00000047","380024","Полиэтилентерефталат аморфный (гранулят), ПЭТФ-А-70, ТУ 2226-002-55588670-2007","ПЭТФ","ПЭТФ Прочие","02","1900-01-01","9999-12-31","X"
"MT00000047","721363","Полиэтилентерефталат высоковязкий категорированный, гранулят, категория 1, ТУ 2226-012-39989731-2011","ПЭТФ","ПЭТФ Прочие","02","1900-01-01","9999-12-31","X"
"MT00000047","1602311","Полиэтилентерефталат VIVILEN rPET, г/п, втор. сырья 23,5 % ТУ 20.16.40-021-39989731-2021","ПЭТФ","ПЭТФ Целевые марки","02","1900-01-01","9999-12-31","X"
"MT00000047","1347585","***Полиэтилентерефталат HF (гранулят), марка Б ТУ 20.16.40-015-55588670-2023","ПЭТФ","ПЭТФ Целевые марки","02","1900-01-01","9999-12-31","X"
"MT00000081","1232999","Полипропилен, марка PP H030 GP/7 СТ ТОО 50391885-01-2022","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","211770","Полипропилен, марка Полиом PP H253 FF, ТУ 20.16.51-001-76332549-2016","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","1048798","Полипропилен, марка PP D ТУ 2211-105-70353562-2014","ПП","ПП Прочие","02","1900-01-01","9999-12-31","X"
"MT00000081","1062983","Полипропилен, марка SIBEX PP R003 EX/3, ТУ 20.16.51-007-81060768-2018","ПП","ПП Статсополимер (Рандом)","02","1900-01-01","9999-12-31","X"
"MT00000081","1182916","Полипропилен, марка PP 1316M ТУ 20.16.51-136-05766801-2015","ПП","ПП Прочие","02","1900-01-01","9999-12-31","X"
"MT00000081","211652","Полипропилен, марка Полиом PP H007 EX, ТУ 20.16.51-001-76332549-2016","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","1380959","Полипропилен, марка SIBEX PP I802 IM/5 ТУ 20.16.51-136-05766801-2015","ПП","ПП Блоксополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","1380973","Полипропилен, марка SIBEX PP I013 CF/5 ТУ 20.16.51-136-05766801-2015","ПП","ПП Блоксополимер","02","1900-01-01","9999-12-31","X"
"MT00000107","226957","Полипропилен, марка SIBEX PP H270 FF/3, ТУ 2211-006-93911504-2015","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000107","739865","***Полипропилен, марка PP H270 FF/2 ТУ 2211-001-14596232-2012","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000110","677627","***Полипропилен, марка PP H253 FF/3 ТУ 20.16.51-007-81060768-2018, пробная партия","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000110","211770","Полипропилен, марка Полиом PP H253 FF, ТУ 20.16.51-001-76332549-2016","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000110","1233003","Полипропилен, марка PP H253 FF/7 СТ ТОО 50391885-01-2022","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000117","211767","Полипропилен, марка Полиом PP H085 CF, ТУ 20.16.51-001-76332549-2016","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000117","970635","***Полипропилен Полиом PP H085 CF (Poliom PP H085 CF) ТУ 2211-001-76332549-2012","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000117","1370836","Полипропилен, марка SIBEX PP R085 CF/5 ТУ 20.16.51-136-05766801-2015","ПП","ПП Статсополимер (Рандом)","02","1900-01-01","9999-12-31","X"
"MT00000117","1233000","Полипропилен, марка PP H031 BF/7 СТ ТОО 50391885-01-2022","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000117","1243128","Полипропилен, марка PP H085 CF/7 СТ ТОО 50391885-01-2022","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00002015","188724","Полистирол вспенивающийся ""АЛЬФАПОР"" ПСВ, тип STD, марка MIX53, ТС-СХП-13/2020","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
"MT00002015","188235","Полистирол вспенивающийся ""АЛЬФАПОР"" ПСВ, тип LP-SE, марка 251, ТС-СХП-11/2020","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
"MT0002006","1197227","Полистирол, марка 585 ТУ 20.16.20-224-05766801-2020 сфер.гр","Полистирол","ПСОН","02","1900-01-01","9999-12-31","X"
"MT0002006","1182568","Полистирол, марка 525M ТУ 20.16.20-224-05766801-2020","Полистирол","ПСОН","02","1900-01-01","9999-12-31","X"
"MT0002006","1182587","Полистирол, марка 583V ТУ 20.16.20-224-05766801-2020","Полистирол","ПСОН","02","1900-01-01","9999-12-31","X"
"MT0002006","1197240","Полистирол, марка 35FE ТУ 20.16.20-224-05766801-2020 цил.гр","Полистирол","ПСОН","02","1900-01-01","9999-12-31","X"
"MT0002006","1182561","Полистирол, марка 30FEB ТУ 20.16.20-224-05766801-2020","Полистирол","ПСОН","02","1900-01-01","9999-12-31","X"
"MT00085613","596903","Термоэластопласты бутадиен-стирольные СБС Р 7382/SBS R 7382,гранулы,б/б ТУ 20.17.10-028-00148889-2019","ТЭП","Термоэластопласты","02","1900-01-01","9999-12-31","X"
"MT00085613","1052733","Термоэластопласты бутадиен-стирольные СБС Р30-00AП/SBS R30-00AP, пористые гранулы, б/б ТУ 2294-019-00148889-2013","ТЭП","Термоэластопласты","02","1900-01-01","9999-12-31","X"
"MT99999992","1374945","Поликарбонат, марка Д ТУ 20.16.40-254-00203335-2023","Поликарбонаты","Поликарбонаты","02","1900-01-01","9999-12-31","X"
"MT99999992","1182488","Неонол АФ 9-9 ТУ 20.41.20-229-05766801-2020","Прочие продукты нефтехимии","Неонолы","02","1900-01-01","9999-12-31","X"
"MT99999992","1182486","Неонол АФ 9-6 ТУ 20.41.20-229-05766801-2020","Прочие продукты нефтехимии","Неонолы","02","1900-01-01","9999-12-31","X"
"MT99999992","1073120","Пироконденсат легкий, сорт 1 ТУ 2451-096-70353562-2008","Прочие топливо и топливные добавки","Пироконденсат","02","1900-01-01","9999-12-31","X"
"MT99999992","897818","Триэтиленгликоль технический, марка Б ТУ 2422-055-52470175-2014","Гликоли","ТЭГ","02","1900-01-01","9999-12-31","X"
"MT99999992","1188323","***Пироконденсат Е-18 ТС-КОС-04/2022","Прочие топливо и топливные добавки","Пироконденсат","02","1900-01-01","9999-12-31","X"
"MT99999992","337647","Фракция изобутан-изобутиленовая ТУ 2411-010-04605527-96","Прочие полуфабрикаты","ИИФ","02","1900-01-01","9999-12-31","X"
"MT99999992","883801","Термоэластопласт бутадиен-стирольный ДСТ Р 30-00N/DST R 30-00N, гранулы, МКР ТУ 2294-021-00148889-2014","ТЭП","Термоэластопласты","02","1900-01-01","9999-12-31","X"
"MT99999992","745543","Продукт эластомерный группа ЭП-ТЭП, марка А ТУ 2294-017-00148889-2013","ТЭП","Термоэластопласты","02","1900-01-01","9999-12-31","X"
"MT99999992","337670","Пироконденсат техрегламент ПМ-01-2008","Прочие топливо и топливные добавки","Пироконденсат","02","1900-01-01","9999-12-31","X"
"MT99999992","256319","***Смола тяжелая пиролиза ТУ 2451-168-00151727-00","Прочие топливо и топливные добавки","ТСП","02","1900-01-01","9999-12-31","X"
"MT99999992","728446","Полиэтилентерефталат (пыль с гранулятом) ТУ 2226-005-55588670-2012","ПЭТФ","ПЭТФ Прочие","02","1900-01-01","9999-12-31","X"
"MT99999992","732714","Полиэтилентерефталат вторичный (гранулят) ПЭТФ-В-50 ТУ 2226-003-55588670-2011","ПЭТФ","ПЭТФ Целевые марки","02","1900-01-01","9999-12-31","X"
"MT99999992","617057","Кислота терефталевая категорированная, сорт 1 ТУ 20.14.34-019-39989731-2019","ТФК","ТФК","02","1900-01-01","9999-12-31","X"
"MT99999992","1184686","Фракция жидкая низкокипящих веществ ТУ 24.14.21-221-00203335-2016","Прочие продукты нефтехимии","Прочие продукты нефтехимии","02","1900-01-01","9999-12-31","X"
"MT99999992","1182080","Флотореагент-оксаль марка Т-66 ТУ 20.59.59-029-05766801-2016","Прочие продукты нефтехимии","Флотореагент-оксаль","02","1900-01-01","9999-12-31","X"
"MT99999992","1184708","***Продукт побочный этиленкарбоната ТУ 2435-180-00203335-2008","Прочие продукты нефтехимии","Прочие продукты нефтехимии","02","1900-01-01","9999-12-31","X"
"MT99999992","1185172","Полиэтилентерефталат расплав, сорт 1, вторичный ТУ 38.32.33-022-39989731-2022","ПЭТФ","ПЭТФ Прочие","02","1900-01-01","9999-12-31","X"
"MT99999992","1180328","Фракция изоолефинов C7-C8 ТУ 20.14.11-241-05766801-2020","Прочие продукты нефтехимии","ПОС прочие","02","1900-01-01","9999-12-31","X"
"MT99999992","1182315","***Сода кальцинированная, расплав ТУ 2131-025-05766801-2006","Прочие продукты нефтехимии","Сода кальцинированная","02","1900-01-01","9999-12-31","X"
"MT99999992","1182624","***Полиэфир простой ПЭГ-400 ТУ 2226-061-05766801-2006","Гликоли","ПЭГ","02","1900-01-01","9999-12-31","X"
"MT99999992","1628230","АБС-пластик, марка АБС 1035М ТС НКНХ-013-2023","Пластики","АБС пластик","02","1900-01-01","9999-12-31","X"
"MT99999992","844312","Окись этилена очищенная в баллонах ГОСТ 7568-2018","Окись этилена","Окись этилена","02","1900-01-01","9999-12-31","X"
"MT00000047","721368","Полиэтилентерефталат аморфный категорированный ПЭТФ, гранулят, категория 1 ТУ 2226-013-39989731-2011","ПЭТФ","ПЭТФ Прочие","02","1900-01-01","9999-12-31","X"
"MT00000047","721370","Полиэтилентерефталат расплав, сорт 1, ТУ 2226-010-39989731-08","ПЭТФ","ПЭТФ Прочие","02","1900-01-01","9999-12-31","X"
"MT00000047","1193111","***Полиэтилентерефталат VIVILEN rPET ТУ 20.16.40-021-39989731-2021","ПЭТФ","ПЭТФ Целевые марки","02","1900-01-01","9999-12-31","X"
"MT00000047","164195","Полиэтилентерефталат (гранулят) категорированный, марка B ТУ 2226-012-39989731-2011","ПЭТФ","ПЭТФ Прочие","02","1900-01-01","9999-12-31","X"
"MT00000081","1062986","Полипропилен, марка SIBEX PP H350 FF/3 ТУ 20.16.51-007-81060768-2018","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","1062985","Полипропилен, марка SIBEX PP H270 FF/3 ТУ 20.16.51-007-81060768-2018","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","1182929","Полипропилен, марка PP 8300N ТУ 20.16.51-136-05766801-2015","ПП","ПП Прочие","02","1900-01-01","9999-12-31","X"
"MT00000081","226834","Полипропилен, марка SIBEX PP H033 FF/3, ТУ 2211-006-93911504-2015","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","1182927","***Полипропилен, марка PP 7540U ТУ 20.16.51-136-05766801-2015","ПП","ПП Прочие","02","1900-01-01","9999-12-31","X"
"MT00000081","1380971","Полипропилен, марка SIBEX PP T192 IM/5 ТУ 20.16.51-136-05766801-2015","ПП","ПП Блоксополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","1200320","Полипропилен, марка РР I015 TR/5 ТУ 20.16.51-253-05766801-2022","ПП","ПП Прочие","02","1900-01-01","9999-12-31","X"
"MT00000081","1634634","Полипропилен, марка SIBEX PP I030 CF/5 ТУ 20.16.51-136-05766801-2015","ПП","ПП Блоксополимер","02","1900-01-01","9999-12-31","X"
"MT00000107","767001","***Полипропилен, марка PP H270 FF/1 ТУ 2211-103-70353562-2013","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000107","577469","***Полипропилен, марка PP H270 FF/3 ТУ 20.16.51-007-81060768-2018, пробная партия","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000117","1195211","Полипропилен, марка Полиом PP H081 CF, ТУ 20.16.51-001-76332549-2016","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00001050","1716351","Полиэтилен, марка HD12460 FE, ТУ 20.16.10-006-81060768-2018","ПЭ","ПЭВП","02","1900-01-01","9999-12-31","X"
"MT00002015","188756","Полистирол вспенивающийся ""АЛЬФАПОР"" ПСВ, тип STD, марка 700, ТС-СХП-13/2020","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
"MT00002015","947372","Полистирол вспенивающийся ""АЛЬФАПОР"" ПСВ, LP-STD, марка 552, ТС-СХП-08/2019","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
