"hname","code_nsi","V_MTR_name","mtr_pf_name_lvl_2","mtr_pf_name_lvl_3","tlevel","datuv","datub","leaf"
"MT00002015","188729","Полистирол вспенивающийся ""АЛЬФАПОР"" ПСВ, тип STD, марка 93, ТС-СХП-13/2020","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
"MT00002015","1905156","Полистирол ПСВ, марка 91Т, ТС-СХП-024-2025","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
"MT0002006","1197228","Полистирол, марка 585 ТУ 20.16.20-224-05766801-2020 цил.гр","Полистирол","ПСОН","02","1900-01-01","9999-12-31","X"
"MT0002006","1264404","Полистирол, марка 500 ТУ 20.16.20-224-05766801-2020","Полистирол","ПСОН","02","1900-01-01","9999-12-31","X"
"MT0002006","1182588","Полистирол, марка 591 ТУ 20.16.20-224-05766801-2020","Полистирол","ПСОН","02","1900-01-01","9999-12-31","X"
"MT0002006","1182585","Полистирол, марка 535M спецификация № 384446","Полистирол","ПСОН","02","1900-01-01","9999-12-31","X"
"MT0002006","1197239","Полистирол, марка 35FE ТУ 20.16.20-224-05766801-2020 сфер.гр","Полистирол","ПСОН","02","1900-01-01","9999-12-31","X"
"MT00085613","148597","Термоэластопласт бутадиен-стирольный ДСТ Р 30-00/DST R 30-00, гранулы МКР 0,5 ТУ 2294-021-00148889-2014","ТЭП","Термоэластопласты","02","1900-01-01","9999-12-31","X"
"MT99999992","1184727","Газ топливный (метано-водородная фракция) ТУ 19.20.32-231-00203335-2018","Прочие продукты нефтехимии","Фракция метан-водородная","02","1900-01-01","9999-12-31","X"
"MT99999992","952480","***Фракция пропиленовая СТО 68699968-001-2014","Пропилен","Пропилен и фракция пропиленовая","02","1900-01-01","9999-12-31","X"
"MT99999992","213274","***Фракция толуольная ТУ 38-05767858-08-95","Прочие продукты нефтехимии","Толуольная фракция","02","1900-01-01","9999-12-31","X"
"MT99999992","1364115","Полиэфир простой ПЭГ-200 ТУ 20.16.40-255-05766801-2022","Гликоли","ПЭГ","02","1900-01-01","9999-12-31","X"
"MT99999992","1185200","Дициклопентадиен, марка Б ТУ 2416-024-05766801-2007","Прочие продукты нефтехимии","Мономеры прочие","02","1900-01-01","9999-12-31","X"
"MT99999992","1182628","Метоксиполиэтиленгликоль МПЭГ-3000 ТУ 20.41.20-174-05766801-2018","Гликоли","ПЭГ","02","1900-01-01","9999-12-31","X"
"MT99999992","745549","Продукт эластомерный группа ЭП-ТЭП, марка Б ТУ 2294-017-00148889-2013","ТЭП","Термоэластопласты","02","1900-01-01","9999-12-31","X"
"MT99999992","314520","Полиэтилентерефталат ВВ (гранулят), марка А ТУ 20.16.40-011-55588670-2018","ПЭТФ","ПЭТФ Прочие","02","1900-01-01","9999-12-31","X"
"MT99999992","1414643","УФ-концентрат PC UV2 5% ТЗ №2","Прочие продукты нефтехимии","Полимеры прочие","02","1900-01-01","9999-12-31","X"
"MT99999992","596595","Термоэластопласт бутадиен-стирольный СБС Л 7342 (N)/SBS L 7342 (N), гранулы, б/б ТУ 20.17.10-027-00148889-2019","ТЭП","Термоэластопласты","02","1900-01-01","9999-12-31","X"
"MT99999992","883806","Термоэластопласт бутадиен-стирольный ДСТ Л 30-01N/DST L 30-01N, порошок, в гофроконтейнере ТУ 2294-022-00148889-2014","ТЭП","Термоэластопласты","02","1900-01-01","9999-12-31","X"
"MT99999992","1073118","Пироконденсат тяжелый, технологический ТУ 2451-096-70353562-2008","Прочие топливо и топливные добавки","Пироконденсат","02","1900-01-01","9999-12-31","X"
"MT99999992","1073117","Пироконденсат легкий, технологический ТУ 2451-096-70353562-2008","Прочие топливо и топливные добавки","Пироконденсат","02","1900-01-01","9999-12-31","X"
"MT99999992","496305","Остаток кубовый ректификации акрилатов (КОРА) ТУ 20.16.40-056-52470175-2018","Прочие продукты нефтехимии","Прочие продукты нефтехимии","02","1900-01-01","9999-12-31","X"
"MT99999992","1148519","Фракция по материалу хлопья ПЭТ 19169-02-ИОС7","ПЭТФ","Хлопья ПЭТ","02","1900-01-01","9999-12-31","X"
"MT99999992","1184690","Жидкость кубовая колонны очистки ЭГ ТУ 2422-222-00203335-2015","Прочие продукты нефтехимии","Прочие продукты нефтехимии","02","1900-01-01","9999-12-31","X"
"MT99999992","1182309","Абсорбент-Н, марка А ТУ 20.14.11-036-05766801-2019","Прочие топливо и топливные добавки","Абсорбент","02","1900-01-01","9999-12-31","X"
"MT99999992","338941","***Абсорбент А-2 тяжелый, марка К, ТУ 2411-010-48158319-2000","Прочие топливо и топливные добавки","Абсорбент А-2","02","1900-01-01","9999-12-31","X"
"MT99999992","1182492","Неонол АФ 9-9,5 ТУ 20.41.20-229-05766801-2020","Прочие продукты нефтехимии","Неонолы","02","1900-01-01","9999-12-31","X"
"MT99999992","1182356","АБС-пластик ТП, марка Б ТУ 2214-184-05766801-2014","Пластики","АБС пластик","02","1900-01-01","9999-12-31","X"
"MT99999992","1508120","Флотореагент-оксаль марка Т-66 ТС № 993452","Прочие продукты нефтехимии","Флотореагент-оксаль","02","1900-01-01","9999-12-31","X"
"MT00000047","102176","Полиэтилентерефталат F (гранулят) ТУ 2226-010-55588670-2015","ПЭТФ","ПЭТФ Целевые марки","02","1900-01-01","9999-12-31","X"
"MT00000047","724392","Полиэтилентерефталат высоковязкий гранулят п/ф ТУ 2226-008-39989731-2009","ПЭТФ","ПЭТФ Прочие","02","1900-01-01","9999-12-31","X"
"MT00000047","1596835","Полиэтилентерефталат VIVILEN rPET г/п втор сырья 30 % ТУ 20.16.40-021-39989731-2021","ПЭТФ","ПЭТФ Целевые марки","02","1900-01-01","9999-12-31","X"
"MT00000081","1233001","Полипропилен, марка PP H120 GP/7 СТ ТОО 50391885-01-2022","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","1006138","Полипропилен, марка PP H040 GP/3, ТУ 20.16.51-007-81060768-2018","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","966350","Полипропилен, марка PP H120 GP/2 ТУ 2211-001-14596232-2012","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","1380948","Полипропилен, марка SIBEX PP R060 BF/5 ТУ 20.16.51-136-05766801-2015","ПП","ПП Статсополимер (Рандом)","02","1900-01-01","9999-12-31","X"
"MT00000081","211653","Полипропилен, марка Полиом PP H032 TF ТУ 20.16.51-001-76332549-2016","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","1182928","***Полипропилен, марка PP 8300G ТУ 20.16.51-136-05766801-2015","ПП","ПП Прочие","02","1900-01-01","9999-12-31","X"
"MT00000081","1182935","***Полипропилен, марка PP 8440R ТУ 20.16.51-136-05766801-2015","ПП","ПП Прочие","02","1900-01-01","9999-12-31","X"
"MT00000081","1380958","Полипропилен, марка SIBEX PP I062 CC/5 ТУ 20.16.51-136-05766801-2015","ПП","ПП Блоксополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","1794422","Полипропилен, марка SIBEX PP I003 НM/3 ТУ 20.16.51-007-81060768-2018","ПП","ПП Блоксополимер","02","1900-01-01","9999-12-31","X"
"MT00000107","211664","Полипропилен, марка Полиом PP H120 GP, ТУ 20.16.51-001-76332549-2016","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000107","226917","Полипропилен, марка PP H120 GP/3, ТУ 2211-006-93911504-2015","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000109","211664","Полипропилен, марка Полиом PP H120 GP, ТУ 20.16.51-001-76332549-2016","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000110","226936","Полипропилен, марка PP H250 GP/3, ТУ 2211-006-93911504-2015","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000110","1233007","Полипропилен, марка PP H350 FF/7 СТ ТОО 50391885-01-2022","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000117","1062976","Полипропилен, марка SIBEX PP H031 BF/3 ТУ 20.16.51-007-81060768-2018","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00002015","188720","Полистирол вспенивающийся ""АЛЬФАПОР"" ПСВ, тип STD, марка 500, ТС-СХП-13/2020","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
"MT00002015","949154","Полистирол вспенивающийся ПСВ, тип LP-STD, марка 95, ТС-СХП-08/2019","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
"MT00002015","188394","Полистирол вспенивающийся ""АЛЬФАПОР"" ПСВ, тип LP-SE, марка 751, ТС-СХП-11/2020","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
"MT00002015","1905160","Полистирол ПСВ, марка 301Т, ТС-СХП-024-2025","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
"MT00002015","1905136","Полистирол ПСВ, марка 201Т, ТС-СХП-024-2025","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
"MT00002015","188582","Полистирол вспенивающийся ""АЛЬФАПОР"" ПСВ, тип LP-STD, марка 410, ТС-СХП-12/2020","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
"MT00002015","188355","Полистирол вспенивающийся ""АЛЬФАПОР"" ПСВ, тип LP-SE, марка 351, ТС-СХП-11/2020","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
"MT00002015","1905169","Полистирол ПСВ, марка 502Т, ТС-СХП-024-2025","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
"MT00002015","1734109","Полистирол нерассев ПСВ ТР-53505711-20-2023","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
"MT0002006","1182576","Полистирол, марка 740 ТУ 20.16.20-224-05766801-2020","Полистирол","ПСОН","02","1900-01-01","9999-12-31","X"
"MT0002006","1264418","Полистирол, марка 585B ТУ 20.16.20-224-05766801-2020","Полистирол","ПСОН","02","1900-01-01","9999-12-31","X"
"MT0002006","1182570","Полистирол, марка 530B ТУ 20.16.20-224-05766801-2020","Полистирол","ПСОН","02","1900-01-01","9999-12-31","X"
"MT0002006","1264413","Полистирол, марка 529 ТУ 20.16.20-224-05766801-2020","Полистирол","ПСОН","02","1900-01-01","9999-12-31","X"
"MT0002006","1846202","Полистирол модифицированный, марка PS Mod ТС НКНХ-050-2025","Полистирол","ПСОН","02","1900-01-01","9999-12-31","X"
"MT99999992","428747","Фракция бутилен-изобутиленовая (техрегламент 34-04) (ДЛЯ ПЕРЕРАБОТКИ)","Прочие продукты нефтехимии","ЖМУФ прочие","02","1900-01-01","9999-12-31","X"
"MT99999992","1449901","Бентонит для переработки ТУ 2164-005-05766801-2004","Прочие продукты нефтехимии","Прочие продукты нефтехимии","02","1900-01-01","9999-12-31","X"
"MT99999992","1374950","Поликарбонат, марка Ж ТУ 20.16.40-254-00203335-2023","Поликарбонаты","Поликарбонаты","02","1900-01-01","9999-12-31","X"
"MT99999992","1207307","Бисфенол А, марка Г (Дифенилолпропан) ТУ 20.14.24-248-00203335-2022","Бисфенол А","Бисфенол А","02","1900-01-01","9999-12-31","X"
"MT99999992","1181437","Фракция пропиленовая улучшенная, спецификация ЗСНХ-006-2021","Пропилен","Пропилен и фракция пропиленовая","02","1900-01-01","9999-12-31","X"
"MT99999992","1131223","Ангидрид малеиновый, жидкий, некондиция","Малеиновый ангидрид","Малеиновый ангидрид","02","1900-01-01","9999-12-31","X"
"MT99999992","1058832","Абсорбент-М, марка D, ТУ 2435-002-39989731-2006 с изм. 1-3","Прочие топливо и топливные добавки","Абсорбент","02","1900-01-01","9999-12-31","X"
"MT99999992","1183821","Блок-сополимер СБС-330ЛТ ТУ 20.17.10-214-05766801-2020","ТЭП","Термоэластопласты","02","1900-01-01","9999-12-31","X"
"MT99999992","1383533","Термоэластопласты бутадиен-стирольные маслонаполненные СБС РП 8561(N)/SBS RP 8561(N), гранулы, б/б ТТ 00148889-058-2023","ТЭП","Термоэластопласты","02","1900-01-01","9999-12-31","X"
"MT99999992","186155","Топливо печное темное ТУ 0252-038-48418772-2003","Прочие топливо и топливные добавки","Печное топливо","02","1900-01-01","9999-12-31","X"
"MT99999992","723863","Кислота терефталевая очищенная г/п ТУ 2477-012-00209421-2003","ТФК","ТФК","02","1900-01-01","9999-12-31","X"
"MT99999992","1182658","Тримеры пропилена ТУ 2211-031-05766801-2014","Прочие продукты нефтехимии","Олигомеры пропилена","02","1900-01-01","9999-12-31","X"
"MT99999992","1184691","Остаток кубовый жидких продуктов пиролиза, марка Б ТУ 2451-216-00203335-2013","Прочие продукты нефтехимии","Прочие продукты нефтехимии","02","1900-01-01","9999-12-31","X"
"MT99999992","1177496","Полиэтиленгликоль ненасыщенный НПЭГ-2400 ТУ 20.41.42-246-05766801-2021","Гликоли","ПЭГ","02","1900-01-01","9999-12-31","X"
"MT99999992","1182308","Пентамеры пропилена, марка Б ТУ 2211-020-05766801-2003","Прочие продукты нефтехимии","Олигомеры пропилена","02","1900-01-01","9999-12-31","X"
"MT99999992","1182316","Абсорбент 50/370, марка А ТУ 2411-139-05766801-2007","Прочие топливо и топливные добавки","Абсорбент","02","1900-01-01","9999-12-31","X"
"MT99999992","1182512","Фракция альфа-олефинов C8 сорт первый (Октен-1) ТУ 2411-178-05766801-2015","Прочие продукты нефтехимии","Альфа-олефины","02","1900-01-01","9999-12-31","X"
"MT99999992","1226328","Масло синтетическое ПАГ-270 ТС 437512","Прочие топливо и топливные добавки","Топливные компоненты прочие","02","1900-01-01","9999-12-31","X"
"MT99999992","1407487","Этилцеллозольв технический, сорт высший, (ГОЗ) ТР 2.09.1006-20","Прочие продукты нефтехимии","ПОС прочие","02","1900-01-01","9999-12-31","X"
"MT99999992","532508","Альдегид нормальный масляный ТУ 20.14.61-030-53505711-2018","Прочие продукты нефтехимии","Прочие продукты нефтехимии","02","1900-01-01","9999-12-31","X"
"MT00000081","1006117","Полипропилен, марка PP H150 TR/3 ТУ 20.16.51-008-81060768-2018","ПП","ПП Прочие","02","1900-01-01","9999-12-31","X"
"MT00000081","226858","Полипропилен, марка SIBEX PP H043 FF/3, ТУ 2211-006-93911504-2015","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","265063","Полипропилен, марка SIBEX PP H063 FF/3, ТУ 2211-006-93911504-2015","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","802014","Полипропилен, марка PP H 450 GP/2 ТУ 2211-001-14596232-2012","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","143303","Полипропилен, марка SIBEX PP H022 CM/1 ТУ 2211-112-70353562-2015","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","226154","Полипропилен, марка SIBEX PP H032 TF/2 ТУ 2211-002-14596232-2016","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","739850","Полипропилен, марка PP H250 GP/2 ТУ 2211-001-14596232-2012","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","739873","Полипропилен, марка PP H040 GP/2 ТУ 2211-001-14596232-2012","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","227417","Полипропилен, марка SIBEX PP H451 IM/2 ТУ 2211-002-14596232-2016","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","1182941","***Полипропилен, марка PP 9240PM спецификация № 416453","ПП","ПП Прочие","02","1900-01-01","9999-12-31","X"
"MT00000081","1380939","Полипропилен, марка SIBEX PP H080 CF/5 ТУ 20.16.51-136-05766801-2015","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","1182936","***Полипропилен, марка PP 8440T ТУ 20.16.51-136-05766801-2015","ПП","ПП Прочие","02","1900-01-01","9999-12-31","X"
"MT00000081","1380960","Полипропилен, марка SIBEX PP I083 IM/5 ТУ 20.16.51-136-05766801-2015","ПП","ПП Блоксополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","1911524","Полипропилен, марка SIBEX PP I013 SE/3 ТУ 20.16.51-007-81060768-2018","ПП","ПП Блоксополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","2032474","Полипропилен, марка SIBEX PP I003 OC/3 ТУ 20.16.51-007-81060768-2018","ПП","ПП Блоксополимер","02","1900-01-01","9999-12-31","X"
"MT00000107","744927","Полипропилен, марка PP H270 FF/3 ТУ 2211-001-93911504-2012","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000107","1006127","Полипропилен, марка PP H270 FF/3 ТУ 20.16.51-007-81060768-2018","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000117","226827","Полипропилен, марка SIBEX PP H031 BF/3, ТУ 2211-006-93911504-2015","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00002015","188730","Полистирол вспенивающийся ""АЛЬФАПОР"" ПСВ, тип STD, марка 600, ТС-СХП-13/2020","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
"MT00002015","188709","Полистирол вспенивающийся ""АЛЬФАПОР"" ПСВ, тип STD, марка 200, ТС-СХП-13/2020","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
"MT00002015","188377","Полистирол вспенивающийся ""АЛЬФАПОР"" ПСВ, тип LP-SE, марка 551, ТС-СХП-11/2020","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
"MT00002015","947900","Полистирол вспенивающийся ПСВ, тип LP-STD, марка MIX50, ТС-СХП-08/2019","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
"MT00002015","188361","Полистирол вспенивающийся ""АЛЬФАПОР"" ПСВ, тип LP-SE, марка 451, ТС-СХП-11/2020","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
"MT00002015","763268","Полистирол вспененный (плиты, обрезки, крошка) ТУ 2244-024-53505711-2013","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
"MT00002015","462872","Полистирол вспенивающийся ""АЛЬФАПОР"" тип SE марка 91, ТУ 2214-019-53505711-2010","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
"MT0002006","1182564","Полистирол, марка 403 ТУ 20.16.20-224-05766801-2020","Полистирол","ПСОН","02","1900-01-01","9999-12-31","X"
"MT0002006","1700826","Полистирол загрязненный спецификация №НКНХ-019-2024","Полистирол","ПСОН","02","1900-01-01","9999-12-31","X"
"MT00085613","1652494","Термоэластопласт бутадиен-стирольный СБС Л 30-01 Н/SBS L 30-01 Н, гранулы, б/б 0,5 ТТ-ВСК-064-2024","ТЭП","Термоэластопласты","02","1900-01-01","9999-12-31","X"
"MT99999992","721370","Полиэтилентерефталат расплав, сорт 1, ТУ 2226-010-39989731-08","ПЭТФ","ПЭТФ Прочие","02","1900-01-01","9999-12-31","X"
"MT99999992","1492358","Тетрамеры пропилена сорт первый ТС НКНХ-004-2023","Прочие продукты нефтехимии","Олигомеры пропилена","02","1900-01-01","9999-12-31","X"
"MT99999992","1212388","АБС-пластик, марка ABS 3432 ТУ 2214-159-05766801-2011","Пластики","АБС пластик","02","1900-01-01","9999-12-31","X"
"MT99999992","1194288","Остатки кубовые отгона стоков (КООС) спецификация № 143318","Прочие продукты нефтехимии","Прочие продукты нефтехимии","02","1900-01-01","9999-12-31","X"
"MT99999992","1182301","Фракция триметилкарбинольная, марка В ТУ 2421-050-05766801-96","Прочие продукты нефтехимии","ПОС прочие","02","1900-01-01","9999-12-31","X"
"MT99999992","1182288","Фракция ацетальдегидная ТУ 2417-080-05766801-2015","Прочие продукты нефтехимии","Прочие продукты нефтехимии","02","1900-01-01","9999-12-31","X"
"MT99999992","1073122","Пироконденсат тяжелый, сорт 1 ТУ 2451-096-70353562-2008","Прочие топливо и топливные добавки","Пироконденсат","02","1900-01-01","9999-12-31","X"
"MT99999992","164083","Полиэтилентерефталат (гранулят) категорированный, марка A ТУ 2226-012-39989731-2011","ПЭТФ","ПЭТФ Прочие","02","1900-01-01","9999-12-31","X"
"MT99999992","437752","Фракция бензол-толуольная (бентол) ТУ 2415-032-05762341-2009","Прочие топливо и топливные добавки","Бентол","02","1900-01-01","9999-12-31","X"
"MT99999992","337706","Смесь углеводородная ТУ 38.303-03-069-99","Прочие полуфабрикаты","Смесь углеводородная техническая","02","1900-01-01","9999-12-31","X"
"MT99999992","685710","Эфир метиловый акриловой кислоты ТУ 2435-046-52470175-2012","Акрилаты","Метилакрилат","02","1900-01-01","9999-12-31","X"
"MT99999992","779838","Смесь содосульфатная ТУ 2141-049-52470175-2013","Прочие продукты нефтехимии","ПОС прочие","02","1900-01-01","9999-12-31","X"
"MT99999992","343191","Ацетон технический, сорт первый, ГОСТ 2768-84","Прочие продукты нефтехимии","Ацетон","02","1900-01-01","9999-12-31","X"
"MT99999992","1182293","Смола пиролизная тяжелая, марка А ТУ 20.59.59-128-05766801-2017","Прочие топливо и топливные добавки","ТСП","02","1900-01-01","9999-12-31","X"
"MT99999992","213299","Пропилена окись техническая, сорт высший, ГОСТ 23001-88","Окись пропилена","Окись пропилена","02","1900-01-01","9999-12-31","X"
"MT99999992","1586329","Моноалкилфенолы на основе тримеров пропилена (Нонилфенол) ТУ 20.14.24-247-05766801-2022","Прочие продукты нефтехимии","Моноалкилфенолы","02","1900-01-01","9999-12-31","X"
"MT99999992","1182303","Остаток кубовый ректификации этилбензола КОРЭ, марка Б ТУ 20.14.12-033-05766801-2017","Прочие продукты нефтехимии","КОРЭ","02","1900-01-01","9999-12-31","X"
"MT99999992","565080","***Пылеподавитель калийных солей, марка А, ТУ 2422-083-05766801-98","Прочие продукты нефтехимии","ПОС прочие","02","1900-01-01","9999-12-31","X"
"MT99999992","1182515","***Фракция альфа-олефинов C10 ""Децен1"" сорт высший ТУ 2411-179-05766801-2014","Прочие продукты нефтехимии","Альфа-олефины","02","1900-01-01","9999-12-31","X"
"MT99999992","1196307","Пластификатор Оксапласт спецификация № 430714","Прочие продукты нефтехимии","Прочие продукты нефтехимии","02","1900-01-01","9999-12-31","X"
"MT99999992","338873","Фенол синтетический технический, марка В, ГОСТ 23519-93","Прочие продукты нефтехимии","Фенол","02","1900-01-01","9999-12-31","X"
"MT99999992","721372","Полиэтилентерефталат расплав, сорт 2, ТУ 2226-010-39989731-08","ПЭТФ","ПЭТФ Прочие","02","1900-01-01","9999-12-31","X"
"MT99999992","1185174","Полиэтилентерефталат расплав, сорт 2, вторичный ТУ 38.32.33-022-39989731-2022","ПЭТФ","ПЭТФ Прочие","02","1900-01-01","9999-12-31","X"
"MT00000047","1178600","Полиэтилентерефталат (ПЭТФ) Wankai WK-801","ПЭТФ","ПЭТФ Прочие","02","1900-01-01","9999-12-31","X"
"MT00000047","380026","Полиэтилентерефталат вторичный (гранулят), ПЭТФ-В-80, ТУ 2226-003-55588670-2007","ПЭТФ","ПЭТФ Целевые марки","02","1900-01-01","9999-12-31","X"
"MT00000047","1129075","***Полиэтилентерефталат смешанный (гранулят) п/ф с содержанием вторичного сырья 23,5 %","ПЭТФ","ПЭТФ Целевые марки","02","1900-01-01","9999-12-31","X"
"MT00000047","1203330","Полиэтилентерефталат VIVILEN rPET г/п втор сырья 13,3 % ТУ 20.16.40-021-39989731-2021","ПЭТФ","ПЭТФ Целевые марки","02","1900-01-01","9999-12-31","X"
"MT00000081","1062976","Полипропилен, марка SIBEX PP H031 BF/3 ТУ 20.16.51-007-81060768-2018","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","226847","Полипропилен, марка PP H040 GP/3, ТУ 2211-006-93911504-2015","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","226917","Полипропилен, марка PP H120 GP/3, ТУ 2211-006-93911504-2015","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","226953","Полипропилен, марка SIBEX PP H253 FF/3, ТУ 2211-006-93911504-2015","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","226962","Полипропилен, марка SIBEX PP H350 FF/3, ТУ 2211-006-93911504-2015","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","226955","Полипропилен, марка SIBEX PP H263 FF/3, ТУ 2211-006-93911504-2015","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","1048803","Полипропилен, марка PPC F ТУ 2211-105-70353562-2014","ПП","ПП Прочие","02","1900-01-01","9999-12-31","X"
"MT00000081","226957","Полипропилен, марка SIBEX PP H270 FF/3, ТУ 2211-006-93911504-2015","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","227405","Полипропилен, марка SIBEX PP H085 CF/2 ТУ 2211-002-14596232-2016","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","739874","Полипропилен, марка PP H060 GP/2 ТУ 2211-001-14596232-2012","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","1195211","Полипропилен, марка Полиом PP H081 CF, ТУ 20.16.51-001-76332549-2016","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","1182937","Полипропилен, марка PP 9240K ТУ 20.16.51-136-05766801-2015","ПП","ПП Прочие","02","1900-01-01","9999-12-31","X"
"MT00000081","1380961","Полипропилен, марка PP I120 GP/5 ТУ 20.16.51-136-05766801-2015","ПП","ПП Блоксополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","1380965","Полипропилен, марка SIBEX PP I452 IM/5 ТУ 20.16.51-136-05766801-2015","ПП","ПП Блоксополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","1380967","Полипропилен, марка SIBEX PP T042 IM/5 ТУ 20.16.51-136-05766801-2015","ПП","ПП Блоксополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","1705652","Полипропилен, марка SIBEX PP I083 IM/3 ТУ 20.16.51-007-81060768-2018","ПП","ПП Блоксополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","1807122","Полипропилен, марка SIBEX PP I952 IM/5 ТС НКНХ-037-2024","ПП","ПП Блоксополимер","02","1900-01-01","9999-12-31","X"
"MT00000081","1949344","Полипропилен, марка SIBEX PP I952 IM/5 ТУ 20.16.51-136-05766801-2015","ПП","ПП Блоксополимер","02","1900-01-01","9999-12-31","X"
"MT00000109","966350","Полипропилен, марка PP H120 GP/2 ТУ 2211-001-14596232-2012","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000110","897833","***Полипропилен, марка PP H253 FF/3 ТУ 2211-001-93911504-2012","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000110","1062985","Полипропилен, марка SIBEX PP H270 FF/3 ТУ 20.16.51-007-81060768-2018","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00000117","739877","***Полипропилен, марка PP H085 CF/2 ТУ 2211-001-14596232-2012","ПП","ПП Гомополимер","02","1900-01-01","9999-12-31","X"
"MT00002015","947350","Полистирол вспенивающийся ПСВ, тип LP-STD, марка 550, ТС-СХП-08/2019","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
"MT00002015","947159","Полистирол вспенивающийся ПСВ, тип LP-STD, марка 350, ТС-СХП-08/2019","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
"MT00002015","188578","Полистирол вспенивающийся ""АЛЬФАПОР"" ПСВ, тип LP-STD, марка 310, ТС-СХП-12/2020","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
"MT00002015","188718","Полистирол вспенивающийся ""АЛЬФАПОР"" ПСВ, тип STD, марка 300, ТС-СХП-13/2020","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
